,gid,lbl,val,geometry,경도,위도
771,ㅼ궗58ba19aa,742.00,742.0,"MULTIPOLYGON (((127.0319298742277 37.26898444615309, 127.0319159244484 37.27123787525125, 127.0347356229015 37.27124899059254, 127.0347494886559 37.26899556059291, 127.0319298742277 37.26898444615309)))",127.0333327275833,37.270116723743875
1049,ㅼ궗61ab21ab,733.00,733.0,"MULTIPOLYGON (((127.062828434594 37.289383929031, 127.062815396045 37.291637359971, 127.0656358676206 37.29164774416718, 127.0656488220586 37.2893943123852, 127.062828434594 37.289383929031)))",127.06423213010277,37.29051584198916
705,ㅼ궗58aa17bb,729.00,729.0,"MULTIPOLYGON (((127.0263612156179 37.25769486646183, 127.0263471056428 37.25994829806271, 127.0291663809525 37.25995954315427, 127.0291804069498 37.25770611064132, 127.0263612156179 37.25769486646183)))",127.027763777316,37.25882721017418
886,ㅼ궗59bb15ba,729.00,729.0,"MULTIPOLYGON (((127.046217218842 37.23749118641443, 127.0462037102511 37.23974463206058, 127.0490222408163 37.23975539938662, 127.0490356655122 37.23750195286696, 127.046217218842 37.23749118641443)))",127.04761970887965,37.23862329827225
650,ㅼ궗57ba20ba,726.00,726.0,"MULTIPOLYGON (((127.0205656930179 37.28245985654983, 127.0205513975987 37.28471327680008, 127.0233715941268 37.2847246663045, 127.0233858054657 37.28247124513068, 127.0205656930179 37.28245985654983)))",127.02196862257773,37.2835922667954
688,ㅼ궗57bb21bb,724.00,724.0,"MULTIPOLYGON (((127.0233147329524 37.29373834235341, 127.0233005137032 37.29599175920394, 127.0261211323555 37.29600308611163, 127.0261352674775 37.29374966834269, 127.0233147329524 37.29373834235341)))",127.02471791164747,37.294870719604326
125,ㅼ궗52ba15bb,719.00,719.0,"MULTIPOLYGON (((126.9644670156981 37.23940320021049, 126.9644510724601 37.24165661729232, 126.9672696395382 37.24166933092637, 126.9672854988774 37.23941591281317, 126.9644670156981 37.23940320021049)))",126.96586830667205,37.240536270900975
191,ㅼ궗53ab20ab,717.00,717.0,"MULTIPOLYGON (((126.9726397554431 37.28000256725822, 126.9726240324388 37.2822559718399, 126.9754441165698 37.282268502508, 126.9754597555065 37.2800150969102, 126.9726397554431 37.28000256725822)))",126.97404191501757,37.281135540227645
34,ㅼ궗50ba19bb,716.00,716.0,"MULTIPOLYGON (((126.9416531621937 37.27535351887509, 126.9416365181646 37.27760691365246, 126.944456414411 37.27762018114651, 126.9444729743935 37.27536678529322, 126.9416531621937 37.27535351887509)))",126.94305476732046,37.276486855339414
580,ㅼ궗57aa19ab,716.00,716.0,"MULTIPOLYGON (((127.0149977666601 37.27116977293569, 127.0149833111269 37.27342319564606, 127.0178030841577 37.27343471485462, 127.0178174556578 37.27118129121005, 127.0149977666601 37.27116977293569)))",127.01640040442649,37.27230224925845
89,ㅼ궗51bb22aa,715.00,715.0,"MULTIPOLYGON (((126.955606162361 37.29569974908289, 126.9555899223089 37.29795314139115, 126.9584105845266 37.29796608248349, 126.9584267404469 37.29571268912601, 126.955606162361 37.29569974908289)))",126.95700835243976,37.29683292112259
478,ㅼ궗56ab17aa,715.00,715.0,"MULTIPOLYGON (((127.0066710044116 37.25085399739095, 127.0066563115034 37.25310742504891, 127.0094753237233 37.25311913718602, 127.0094899326831 37.25086570857804, 127.0066710044116 37.25085399739095)))",127.00807314310671,37.25198657264372
1071,ㅼ궗61bb17aa,715.00,715.0,"MULTIPOLYGON (((127.0686877875168 37.25109614187295, 127.0686749415162 37.25334958917403, 127.0714939873458 37.25335982483578, 127.071506749394 37.25110637670441, 127.0686877875168 37.25109614187295)))",127.07009086646619,37.25222798873965
639,ㅼ궗57ba17bb,714.00,714.0,"MULTIPOLYGON (((127.0207228376738 37.25767217673427, 127.0207085597438 37.25992560649465, 127.0235278319035 37.25993698584279, 127.0235420258561 37.25768355515945, 127.0207228376738 37.25767217673427)))",127.02212531381986,37.25880458665192
420,ㅼ궗55ba22aa,713.00,713.0,"MULTIPOLYGON (((126.9979150181725 37.29588679235673, 126.9979000401198 37.29814019983133, 127.0007207283266 37.29815213264068, 127.0007356222444 37.29589872419859, 126.9979150181725 37.29588679235673)))",126.99931785224247,37.29701946785864
1018,ㅼ궗61aa17ba,709.00,709.0,"MULTIPOLYGON (((127.0602047133281 37.25557192342112, 127.060191612556 37.25782536647137, 127.0630108220005 37.25783580516717, 127.063023838802 37.25558236127021, 127.0602047133281 37.25557192342112)))",127.0616077466951,37.256703869676215
586,ㅼ궗57aa20bb,709.00,709.0,"MULTIPOLYGON (((127.0149110093249 37.28469029622731, 127.014896544136 37.2869437137493, 127.0177168215619 37.28695523856416, 127.0177312026616 37.28470182010766, 127.0149110093249 37.28469029622731)))",127.01631389444688,37.28582277276167
406,ㅼ궗55ba18ab,709.00,709.0,"MULTIPOLYGON (((126.9981394890486 37.26208557642309, 126.9981245359784 37.26433899687385, 127.0009439631443 37.26435091517681, 127.0009588322199 37.26209749375939, 126.9981394890486 37.26208557642309)))",126.99954170512453,37.26321825115328
676,ㅼ궗57bb18ba,708.00,708.0,"MULTIPOLYGON (((127.023499439259 37.26444384461625, 127.0234852405669 37.26669727270632, 127.026304766295 37.26670858767913, 127.0263188809816 37.26445515867137, 127.023499439259 37.26444384461625)))",127.02490208180103,37.26557622151377
305,ㅼ궗54ab23ba,707.00,707.0,"MULTIPOLYGON (((126.9837196049456 37.30934652728453, 126.983704195935 37.31159992464652, 126.986525380713 37.31161219952308, 126.9865407055334 37.30935880116598, 126.9837196049456 37.30934652728453)))",126.98512247180916,37.31047936875953
118,ㅼ궗52ab17bb,707.00,707.0,"MULTIPOLYGON (((126.9615202672492 37.2574177246557, 126.9615042258383 37.25967113377602, 126.9643234626668 37.25968392278886, 126.9643394201044 37.25743051263125, 126.9615202672492 37.2574177246557)))",126.96292184399337,37.258550829056965
1062,ㅼ궗61ba19ba,703.00,703.0,"MULTIPOLYGON (((127.0657394627678 37.27362026572371, 127.0657265184178 37.27587370355246, 127.0685464028537 37.27588401468768, 127.068559263158 37.27363057602275, 127.0657394627678 37.27362026572371)))",127.06714291182239,37.27475214559404
759,ㅼ궗58ba16aa,702.00,702.0,"MULTIPOLYGON (((127.0320971505482 37.24194322956325, 127.032083219385 37.24419666903205, 127.0349019101565 37.24420777355933, 127.0349157574069 37.2419543331897, 127.0320971505482 37.24194322956325)))",127.03349950939915,37.24307550692706
119,ㅼ궗52ab18aa,702.00,702.0,"MULTIPOLYGON (((126.9615042258383 37.25967113377602, 126.9614881826422 37.26192454203068, 126.9643075034533 37.26193733208088, 126.9643234626668 37.25968392278886, 126.9615042258383 37.25967113377602)))",126.96290584367883,37.26080423826357
81,ㅼ궗51bb18ba,700.00,700.0,"MULTIPOLYGON (((126.9558333334209 37.26415216583536, 126.9558171186517 37.2664055702673, 126.958636603875 37.26641849667593, 126.9586527346433 37.26416509119561, 126.9558333334209 37.26415216583536)))",126.95723494767668,37.2652853365889
1091,ㅼ궗62ab16bb,699.00,699.0,"MULTIPOLYGON (((127.0743383893763 37.24886309460796, 127.0743257126914 37.25111654442755, 127.0771446773995 37.25112664504223, 127.0771572701411 37.24887319440331, 127.0743383893763 37.24886309460796)))",127.07574151242481,37.249994875212685
831,ㅼ궗59ab15bb,697.00,697.0000000000001,"MULTIPOLYGON (((127.0405666536399 37.23972289616816, 127.0405529757376 37.24197633918705, 127.0433715871909 37.24198724155773, 127.0433851811892 37.2397337976544, 127.0405666536399 37.23972289616816)))",127.04196909946388,37.24085507423238
507,ㅼ궗56ba16bb,696.00,696.0,"MULTIPOLYGON (((127.0095045400173 37.24861227910546, 127.0094899326831 37.25086570857804, 127.0123088625803 37.25087735265927, 127.0123233859752 37.24862392224215, 127.0095045400173 37.24861227910546)))",127.01090668034016,37.24974482123853
768,ㅼ궗58ba18ab,694.00,694.0,"MULTIPOLYGON (((127.0319717142521 37.26222415367272, 127.0319577691293 37.2644775853638, 127.0347772155359 37.26448869800087, 127.0347910766618 37.26223526540848, 127.0319717142521 37.26222415367272)))",127.03337444391971,37.26335643120653
911,ㅼ궗59bb23ab,693.00,693.0,"MULTIPOLYGON (((127.0457977526985 37.30734759968549, 127.0457841974235 37.30960101854455, 127.0486053333684 37.30961181297483, 127.0486188044585 37.30735839324068, 127.0457977526985 37.30734759968549)))",127.0472015220113,37.30847971171556
870,ㅼ궗59ba19ba,691.00,691.0,"MULTIPOLYGON (((127.0431811122886 37.27353536548761, 127.0431674955794 37.27578879643065, 127.0459873682283 37.27579964490707, 127.0460009008931 37.27354621308426, 127.0431811122886 37.27353536548761)))",127.04458421927166,37.27466751057475
158,ㅼ궗52bb23ab,687.00,687.0,"MULTIPOLYGON (((126.9668089501347 37.30701807968332, 126.9667930377588 37.30927147182626, 126.9696141279169 37.30928414918408, 126.9696299561132 37.30703075601341, 126.9668089501347 37.30701807968332)))",126.96821151800918,37.308151119780774
1101,ㅼ궗62ba16bb,686.00,686.0,"MULTIPOLYGON (((127.0771572701411 37.24887319440331, 127.0771446773995 37.25112664504223, 127.0799636435091 37.25113667854834, 127.0799761523072 37.24888322709555, 127.0771572701411 37.24887319440331)))",127.07856043586179,37.25000494186479
209,ㅼ궗53ba16ba,684.00,684.0,"MULTIPOLYGON (((126.9756941308301 37.24621390908845, 126.9756785179772 37.24846732766741, 126.9784973438136 37.24847977600103, 126.9785128727389 37.24622635641228, 126.9756941308301 37.24621390908845)))",126.97709571636794,37.24734684788407
643,ㅼ궗57ba18bb,681.00,681.0,"MULTIPOLYGON (((127.0206657164189 37.26668589058893, 127.0206514321317 37.26893931689133, 127.0234710402945 37.26895069993191, 127.0234852405669 37.26669727270632, 127.0206657164189 37.26668589058893)))",127.0220683573785,37.26781830062557
364,ㅼ궗55aa18ba,680.00,680.0,"MULTIPOLYGON (((126.9924856866483 37.26431495885399, 126.9924705639067 37.26656837649008, 126.9952900717386 37.26658043004657, 126.9953051104766 37.26432701143289, 126.9924856866483 37.26431495885399)))",126.99388785821958,37.26544769980132
541,ㅼ궗56bb18ba,675.00,675.0,"MULTIPOLYGON (((127.0122216882624 37.2643979170057, 127.0122071535496 37.26665134137056, 127.0150266729009 37.26666292492094, 127.0150411236088 37.2644094996166, 127.0122216882624 37.2643979170057)))",127.01362415960644,37.26553042632393
292,ㅼ궗54ab19aa,672.00,672.0,"MULTIPOLYGON (((126.9839966740848 37.26878522676711, 126.9839812959115 37.27103863970724, 126.9868009667001 37.27105089668109, 126.9868162608518 37.26879748274692, 126.9839966740848 37.26878522676711)))",126.98539879941451,37.26991806707192
493,ㅼ궗56ab20bb,671.00,671.0,"MULTIPOLYGON (((127.0064504390108 37.28465532146006, 127.0064357215553 37.2869087361458, 127.0092559941233 37.28692046254001, 127.0092706274901 37.2846670469034, 127.0064504390108 37.28465532146006)))",127.00785319557112,37.285787897361864
746,ㅼ궗58ab20aa,670.00,670.0,"MULTIPOLYGON (((127.0290541167642 37.27798697214151, 127.0290400767117 37.28024039687507, 127.0318601098045 37.28025158300032, 127.0318740657949 37.27799815735963, 127.0290541167642 37.27798697214151)))",127.03045709229386,37.279119282942375
740,ㅼ궗58ab18ba,668.00,668.0,"MULTIPOLYGON (((127.0291383242748 37.26446640558727, 127.0291242935941 37.26671983550727, 127.0319438224546 37.2667310161906, 127.0319577691293 37.2644775853638, 127.0291383242748 37.26446640558727)))",127.03054105238832,37.26559871625775
320,ㅼ궗54ba21ab,665.00,665.0,"MULTIPOLYGON (((126.9866785521932 37.28907817700453, 126.9866632427152 37.29133158315093, 126.9894836718233 37.29134378187084, 126.9894988971953 37.28909037473532, 126.9866785521932 37.28907817700453)))",126.98808109100901,37.290210984790825
836,ㅼ궗59ab17aa,665.00,665.0,"MULTIPOLYGON (((127.0404982489054 37.250990102623, 127.0404845633905 37.25324354132201, 127.0433035945036 37.25325444811569, 127.0433171960677 37.25100100853199, 127.0404982489054 37.250990102623)))",127.04190090074131,37.25212228074098
1124,ㅼ궗63ab22aa,663.00,663.0,"MULTIPOLYGON (((127.0853544730553 37.29622542421802, 127.0853421032695 37.29847885915065, 127.0881628385107 37.29848870809007, 127.0881751241561 37.29623527235888, 127.0853544730553 37.29622542421802)))",127.08675863476986,37.29735707155638
638,ㅼ궗57ba17ba,662.00,662.0,"MULTIPOLYGON (((127.0207371140151 37.25541874610946, 127.0207228376738 37.25767217673427, 127.0235420258561 37.25768355515945, 127.0235562182294 37.25543012361171, 127.0207371140151 37.25541874610946)))",127.02213954896916,37.2565511559974
583,ㅼ궗57aa20aa,656.00,656.0,"MULTIPOLYGON (((127.0149543952338 37.27793003847275, 127.0149399348736 37.28018345858903, 127.0177599600599 37.28019498060048, 127.017774336359 37.27794155954986, 127.0149543952338 37.27793003847275)))",127.01635715665738,37.279062514901234
522,ㅼ궗56ba21ba,656.00,656.0,"MULTIPOLYGON (((127.0092267225036 37.29142729121847, 127.0092120842502 37.29368070426029, 127.0120326107696 37.29369236629807, 127.012047164906 37.29143895231066, 127.0092267225036 37.29142729121847)))",127.01062964563341,37.29255983412279
241,ㅼ궗53bb19ab,655.00,655.0,"MULTIPOLYGON (((126.9783419594781 37.27101392429842, 126.9783264115319 37.27326733436874, 126.9811461629187 37.27327972665495, 126.9811616268343 37.27102631557965, 126.9783419594781 37.27101392429842)))",126.97974404021852,37.27214683082221
658,ㅼ궗57ba22ba,654.00,654.0,"MULTIPOLYGON (((127.0204512851048 37.30048719433998, 127.0204369769522 37.30274060767233, 127.0232578464592 37.30275200456723, 127.0232720704568 37.30049859031088, 127.0204512851048 37.30048719433998)))",127.02185454476869,37.30161960482536
792,ㅼ궗58bb17ba,653.00,653.0,"MULTIPOLYGON (((127.0348326507857 37.25547496244614, 127.0348187942866 37.2577283976311, 127.0376379902728 37.25773944044118, 127.037651762803 37.25548600436052, 127.0348326507857 37.25547496244614)))",127.0362352995618,37.25660720681345
540,ㅼ궗56bb18ab,653.00,653.0,"MULTIPOLYGON (((127.0122362213578 37.26214449177618, 127.0122216882624 37.2643979170057, 127.0150411236088 37.2644094996166, 127.0150555727087 37.26215607344766, 127.0122362213578 37.26214449177618)))",127.01363865151042,37.263277001056565
1017,ㅼ궗61aa17ab,651.00,651.0,"MULTIPOLYGON (((127.0602178126424 37.25331847950717, 127.0602047133281 37.25557192342112, 127.063023838802 37.25558236127021, 127.0630368541551 37.25332891650964, 127.0602178126424 37.25331847950717)))",127.06162080475538,37.25445042577034
918,ㅼ궗60aa16ab,650.00,650.0,"MULTIPOLYGON (((127.0489953869424 37.24426228983461, 127.0489819577641 37.24651573376292, 127.0518007415647 37.24652643661319, 127.0518140868199 37.24427299181666, 127.0489953869424 37.24426228983461)))",127.05039804329684,37.24539436859831
769,ㅼ궗58ba18ba,647.00,647.0,"MULTIPOLYGON (((127.0319577691293 37.2644775853638, 127.0319438224546 37.2667310161906, 127.0347633528673 37.26674212972902, 127.0347772155359 37.26448869800087, 127.0319577691293 37.2644775853638)))",127.0333605400217,37.26560986291659
544,ㅼ궗56bb19ab,641.00,641.0,"MULTIPOLYGON (((127.0121780792711 37.27115818750619, 127.0121635397049 37.27341160927693, 127.0149833111269 37.27342319564606, 127.0149977666601 37.27116977293569, 127.0121780792711 37.27115818750619)))",127.01358067421673,37.27229069693806
277,ㅼ궗54aa22aa,640.00,639.9999999999999,"MULTIPOLYGON (((126.980991429073 37.29581378980954, 126.9809759462151 37.29806719136472, 126.9837966242791 37.29807952749074, 126.9838120230033 37.29582612493535, 126.980991429073 37.29581378980954)))",126.98239400567022,37.29694666400186
