,gid,lbl,val,geometry,경도,위도
27,다사62a17a,1689.00,1689.0,"MULTIPOLYGON (((127.071506749394 37.25110637670441, 127.0714812238773 37.25561327210365, 127.0771194877119 37.25563354372996, 127.0771446773995 37.25112664504223, 127.071506749394 37.25110637670441)))",127.07431303468677,37.25336998176746
28,다사60b19b,680.00,680.0,"MULTIPOLYGON (((127.0544602757051 37.27357835290286, 127.0544337131652 37.27808522089782, 127.0600736399772 37.27810631505416, 127.0600998663181 37.27359944363801, 127.0544602757051 37.27357835290286)))",127.0572668738859,37.27584235551364
29,다사61a20b,3809.00,3809.0,"MULTIPOLYGON (((127.0600474077982 37.28261318301475, 127.0600211697797 37.28712004751966, 127.065661775055 37.28714087973933, 127.0656876767234 37.28263401185603, 127.0600474077982 37.28261318301475)))",127.06285450743229,37.28487705293017
30,다사50a18a,90.00,90.0,"MULTIPOLYGON (((126.9361311758391 37.25955301202929, 126.9360975759093 37.26405980850981, 126.9417363545611 37.26408653199498, 126.941769618549 37.25957973117976, 126.9361311758391 37.25955301202929)))",126.93893368133456,37.26181979330699
31,다사56a23a,7484.00,7484.0,"MULTIPOLYGON (((127.003496978952 37.30492422125178, 127.0034673445484 37.3094310322737, 127.0091095708478 37.30945457133289, 127.0091388685413 37.30494775649449, 127.003496978952 37.30492422125178)))",127.0063031908274,37.30718941775367
32,다사58a22a,5618.00,5618.0,"MULTIPOLYGON (((127.0261211323555 37.29600308611163, 127.0260928573917 37.30050991905549, 127.0317344359731 37.30053237486541, 127.0317623743707 37.29602553828035, 127.0261211323555 37.29600308611163)))",127.02892770012308,37.29826775198659
33,다사52b23a,4633.00,4633.0,"MULTIPOLYGON (((126.9640039407019 37.30475194413733, 126.9639719493719 37.30925872722283, 126.9696141279169 37.30928414918408, 126.969645782548 37.30477736197684, 126.9640039407019 37.30475194413733)))",126.96680895024812,37.30701806804538
34,다사63a22a,949.00,949.0,"MULTIPOLYGON (((127.082533823331 37.29621550885935, 127.0825089140928 37.30072237625298, 127.0881505514979 37.30074214295768, 127.0881751241561 37.29623527235888, 127.082533823331 37.29621550885935)))",127.08534210335779,37.298478847516016
35,다사50a20a,10.00,9.999999999999998,"MULTIPOLYGON (((126.9359967312384 37.27758017716017, 126.9359631013818 37.28208695977939, 126.9416032245492 37.28211370060839, 126.9416365181646 37.27760691365246, 126.9359967312384 37.27758017716017)))",126.93879989395326,37.27984696019316
36,다사53b20a,4500.00,4500.0,"MULTIPOLYGON (((126.9754753927028 37.27776169044684, 126.9754441165698 37.282268502508, 126.9810842900441 37.28229336230227, 126.9811152299243 37.27778654620942, 126.9754753927028 37.27776169044684)))",126.97827975742156,37.28002754776005
37,다사59a19a,12310.00,12310.0,"MULTIPOLYGON (((127.0375691046271 37.26900660788227, 127.0375415396346 37.27351346880931, 127.0431811122886 37.27353536548761, 127.043208341161 37.26902850100909, 127.0375691046271 37.26900660788227)))",127.040375024526,37.27127100818374
38,다사54a24b,93.00,93.0,"MULTIPOLYGON (((126.9808365229234 37.31834776640827, 126.9808055209992 37.32285455133965, 126.9864487310212 37.32287917832451, 126.9864793960167 37.31837238940081, 126.9808365229234 37.31834776640827)))",126.98364254284985,37.320613493794475
39,다사52b15b,2276.00,2276.0,"MULTIPOLYGON (((126.9644829571621 37.23714978226322, 126.9644510724601 37.24165661729232, 126.9700882083811 37.24168197747823, 126.9701197575063 37.23717513833462, 126.9644829571621 37.23714978226322)))",126.96728549899156,37.23941590120274
40,다사53a14b,20.00,19.999999999999996,"MULTIPOLYGON (((126.9701828346963 37.22816144966395, 126.9701512996108 37.23266829572981, 126.9757877714718 37.2326933794449, 126.9758189711283 37.22818652930904, 126.9701828346963 37.22816144966395)))",126.97298521933985,37.23042743589037
41,다사59a22b,1160.00,1160.0,"MULTIPOLYGON (((127.0373760207739 37.30055456176879, 127.0373484127994 37.30506139849349, 127.0429903403889 37.30508332004382, 127.0430176117194 37.30057647976471, 127.0373760207739 37.30055456176879)))",127.0401830965183,37.30281896242979
42,다사53a22b,4166.00,4166.0,"MULTIPOLYGON (((126.9696774301338 37.30027057130611, 126.969645782548 37.30477736197684, 126.9752876314393 37.30480251087701, 126.9753189423995 37.30029571612862, 126.9696774301338 37.30027057130611)))",126.97248244674245,37.30253656248367
43,다사53b24a,60.00,60.0,"MULTIPOLYGON (((126.9752249886063 37.3138160899846, 126.9751936567303 37.31832287434349, 126.9808365229234 37.31834776640827, 126.9808675179473 37.31384097801391, 126.9752249886063 37.3138160899846)))",126.97803067166276,37.31608194961005
44,다사53b23a,105.00,105.0,"MULTIPOLYGON (((126.9752876314393 37.30480251087701, 126.9752563135088 37.30930930216238, 126.9808985060726 37.3093341861567, 126.980929487301 37.3048273908368, 126.9752876314393 37.30480251087701)))",126.97809298469147,37.307068369923435
45,다사62b18a,8610.00,8610.0,"MULTIPOLYGON (((127.0770942924172 37.26014043896409, 127.0770690915142 37.26464733074445, 127.082708032841 37.26466734038406, 127.082732897764 37.26016044535798, 127.0770942924172 37.26014043896409)))",127.07990107872394,37.262403911242345
46,다사63a18b,5700.00,5700.0,"MULTIPOLYGON (((127.082708032841 37.26466734038406, 127.0826831623831 37.2691742319566, 127.0883224453006 37.26919397623305, 127.0883469797026 37.26468708145797, 127.082708032841 37.26466734038406)))",127.08551515514537,37.26693067989129
47,다사60a19b,1460.00,1460.0,"MULTIPOLYGON (((127.0488206910036 37.27355699351909, 127.0487937922662 37.27806385804933, 127.0544337131652 37.27808522089782, 127.0544602757051 37.27357835290286, 127.0488206910036 37.27355699351909)))",127.05162711813074,37.275821128732666
48,다사56b20b,2186.00,2186.0,"MULTIPOLYGON (((127.0092852592285 37.2824136304019, 127.0092559941233 37.28692046254001, 127.014896544136 37.2869437137493, 127.0149254729041 37.28243687784055, 127.0092852592285 37.2824136304019)))",127.01209081770205,37.28467869353028
49,다사55a20a,7409.00,7409.0,"MULTIPOLYGON (((126.9923949249494 37.277835451694, 126.9923646575798 37.28234227571947, 126.9980048514915 37.2823663293404, 126.9980347826035 37.27785950141396, 126.9923949249494 37.277835451694)))",126.99519980426379,37.28010091193552
50,다사54b23b,1910.00,1910.0,"MULTIPOLYGON (((126.9865407055334 37.30935880116598, 126.9865100541869 37.31386559701459, 126.9921525972501 37.31388994698563, 126.9921829118163 37.30938314718925, 126.9865407055334 37.30935880116598)))",126.98934656730529,37.311624395507806
51,다사55b23b,1690.00,1690.0,"MULTIPOLYGON (((126.9978251248463 37.30940722422549, 126.997795147062 37.31391402792602, 127.0034377035476 37.31393783983476, 127.0034673445484 37.3094310322737, 126.9978251248463 37.30940722422549)))",127.0006313301073,37.31167255348404
52,다사57a18b,813.00,813.0,"MULTIPOLYGON (((127.0150411236088 37.2644094996166, 127.0150122205847 37.26891634936062, 127.0206514321317 37.26893931689133, 127.0206799991165 37.26443246342199, 127.0150411236088 37.2644094996166)))",127.01784619396344,37.266674429705496
53,다사58b17a,5760.00,5760.0,"MULTIPOLYGON (((127.0320414165927 37.25095698225368, 127.0320135403104 37.25546385341395, 127.037651762803 37.25548600436052, 127.0376793032658 37.2509791296069, 127.0320414165927 37.25095698225368)))",127.0348465058425,37.25322151478086
54,다사57a26b,6.00,6.0,"MULTIPOLYGON (((127.0145779023321 37.33651868040544, 127.0145488961875 37.34102547479387, 127.0201934945479 37.34104850198924, 127.0202221634543 37.33654170386848, 127.0145779023321 37.33651868040544)))",127.01738561423281,37.33878361270525
55,다사51b22a,2481.00,2481.0,"MULTIPOLYGON (((126.9527855860825 37.2956867418274, 126.952752935898 37.30019352346835, 126.9583944268082 37.30021947497492, 126.9584267404469 37.29571268912601, 126.9527855860825 37.2956867418274)))",126.95558992242483,37.29795312975691
56,다사59b15b,2701.00,2701.0,"MULTIPOLYGON (((127.0433987736748 37.23748035288719, 127.0433715871909 37.24198724155773, 127.0490088146264 37.24200884504251, 127.0490356655122 37.23750195286696, 127.0433987736748 37.23748035288719)))",127.0462037103483,37.23974462044989
57,다사53b21a,5205.00,5205.0,"MULTIPOLYGON (((126.9754128334746 37.28677531110692, 126.9753815434155 37.29128211624343, 126.9810223896201 37.29130698410248, 126.9810533432765 37.28680017493334, 126.9754128334746 37.28677531110692)))",126.97821752755789,37.289041168997215
58,다사56b18b,2257.00,2257.0,"MULTIPOLYGON (((127.0094022545334 37.26438626725614, 127.0093730154715 37.26889311323128, 127.0150122205847 37.26891634936062, 127.0150411236088 37.2644094996166, 127.0094022545334 37.26438626725614)))",127.01220715365383,37.26665132974897
59,다사58a16a,9602.00,9602.0,"MULTIPOLYGON (((127.0264599414905 37.24192082105537, 127.0264317419452 37.2464276954928, 127.0320692866715 37.24645010763673, 127.0320971505482 37.24194322956325, 127.0264599414905 37.24192082105537)))",127.02926453026468,37.24418548580184
60,다사51b21a,10.00,9.999999999999998,"MULTIPOLYGON (((126.9528508646531 37.2866731681517, 126.9528182290003 37.29117995672179, 126.9584590468939 37.29120589981292, 126.9584913461508 37.28669910703584, 126.9528508646531 37.2866731681517)))",126.95565487179053,37.288939555331034
61,다사50b21b,108.00,108.0,"MULTIPOLYGON (((126.9415366150828 37.29112726412451, 126.9415032992284 37.29563404068439, 126.9471444389847 37.29566052567984, 126.9471774183716 37.2911537448253, 126.9415366150828 37.29112726412451)))",126.94434044303527,37.29339391623252
62,다사55a18a,753.00,753.0,"MULTIPOLYGON (((126.9925159270832 37.25980812098663, 126.9924856866483 37.26431495885399, 126.9981245359784 37.26433899687385, 126.9981544404548 37.2598321551074, 126.9925159270832 37.25980812098663)))",126.99532014764905,37.262073580334516
63,다사59a23b,609.00,609.0,"MULTIPOLYGON (((127.0373207986789 37.30956823176013, 127.0372931784109 37.31407506156854, 127.0429357795133 37.31409699022892, 127.0429630629874 37.30959015686527, 127.0373207986789 37.30956823176013)))",127.04012820499543,37.31183263252508
64,다사59a18a,9740.00,9740.0,"MULTIPOLYGON (((127.0376242162098 37.25999287565772, 127.037596663485 37.26449974349836, 127.0432355639738 37.26452163307412, 127.0432627807282 37.26001476168285, 127.0376242162098 37.25999287565772)))",127.04042980619747,37.26225727585767
65,다사59a15b,697.00,697.0000000000001,"MULTIPOLYGON (((127.0377618878872 37.23745848460905, 127.0377343658065 37.24196536973101, 127.0433715871909 37.24198724155773, 127.0433987736748 37.23748035288719, 127.0377618878872 37.23745848460905)))",127.04056665373831,37.2397228845575
66,다사57a15a,20.00,19.999999999999996,"MULTIPOLYGON (((127.015243264759 37.23286145458065, 127.015214406729 37.23736832853056, 127.0208512675704 37.23739126999322, 127.0208797900842 37.23288439232105, 127.015243264759 37.23286145458065)))",127.01804718238895,37.23512638371382
67,다사57b14b,87.00,87.0,"MULTIPOLYGON (((127.0209083062508 37.22837751119195, 127.0208797900842 37.23288439232105, 127.0265163217564 37.23290706181023, 127.02654450248 37.22840017700281, 127.0209083062508 37.22837751119195)))",127.02371223024498,37.230642307935376
68,다사54b22a,5542.00,5542.0,"MULTIPOLYGON (((126.9866326186472 37.29583839284749, 126.986601987762 37.30034519908228, 126.992243520709 37.3003695372114, 126.9922738150387 37.29586272703022, 126.9866326186472 37.29583839284749)))",126.98943798564798,37.29810398645089
69,다사58b16b,7035.00,7035.0,"MULTIPOLYGON (((127.0320692866715 37.24645010763673, 127.0320414165927 37.25095698225368, 127.0376793032658 37.2509791296069, 127.0377068375999 37.24647225139701, 127.0320692866715 37.24645010763673)))",127.03487421113206,37.248714640092054
70,다사54a16a,24.00,24.0,"MULTIPOLYGON (((126.9813625012151 37.24173189286091, 126.9813316163757 37.24623873664249, 126.9869691087956 37.24626329582158, 126.9869996579788 37.24175644805564, 126.9813625012151 37.24173189286091)))",126.98416572120178,37.24399761570958
71,다사56b22a,2854.00,2854.0,"MULTIPOLYGON (((127.0091974443676 37.29593411643713, 127.009168159714 37.30044093819586, 127.0148097191873 37.30046420071978, 127.0148386672791 37.29595737518907, 127.0091974443676 37.29593411643713)))",127.01200349774096,37.29819918004369
72,다사58a23b,38.00,38.0,"MULTIPOLYGON (((127.0260362885793 37.30952357456677, 127.0260079947278 37.31403039713386, 127.0316505834574 37.31405286386989, 127.0316785405179 37.30954603766033, 127.0260362885793 37.30952357456677)))",127.02884335192081,37.31178824072698
73,다사60b21b,5647.00,5647.0,"MULTIPOLYGON (((127.0543539900625 37.29160580414651, 127.0543274038627 37.29611265831682, 127.0599686762191 37.29613376616183, 127.0599949259205 37.29162690856875, 127.0543539900625 37.29160580414651)))",127.05716124911055,37.293869806703434
74,다사59a20a,4747.00,4747.0,"MULTIPOLYGON (((127.0375139685062 37.27802032627933, 127.0374863912403 37.28252718029217, 127.0431266363586 37.28254908407467, 127.0431538773549 37.27804222650952, 127.0375139685062 37.27802032627933)))",127.0403202184631,37.28028472668286
75,다사53a19b,6551.00,6551.0,"MULTIPOLYGON (((126.9698671677909 37.27322975455694, 126.969835562442 37.27773656600542, 126.9754753927028 37.27776169044684, 126.9755066618754 37.27325487492357, 126.9698671677909 37.27322975455694)))",126.97267119631536,37.27549574387294
76,다사59b22a,2275.00,2275.0,"MULTIPOLYGON (((127.0430448769802 37.29606963602809, 127.0430176117194 37.30057647976471, 127.0486592087345 37.30059812885228, 127.0486861374248 37.29609128160528, 127.0430448769802 37.29606963602809)))",127.04585195881144,37.29833390397109
77,다사59a23a,980.00,980.0,"MULTIPOLYGON (((127.0373484127994 37.30506139849349, 127.0373207986789 37.30956823176013, 127.0429630629874 37.30959015686527, 127.0429903403889 37.30508332004382, 127.0373484127994 37.30506139849349)))",127.04015565381152,37.30732579920641
78,다사53a17a,7.00,7.000000000000001,"MULTIPOLYGON (((126.9700250890626 37.25069564538121, 126.9699935188658 37.2552024741403, 126.9756316689925 37.25522757821258, 126.9756629033867 37.25072074538111, 126.9700250890626 37.25069564538121)))",126.97282829518971,37.25296163315038
79,다사59b22b,478.00,478.0,"MULTIPOLYGON (((127.0430176117194 37.30057647976471, 127.0429903403889 37.30508332004382, 127.0486322740495 37.30510497264218, 127.0486592087345 37.30059812885228, 127.0430176117194 37.30057647976471)))",127.04582485881977,37.30284074773788
80,다사50a21b,4305.00,4305.0,"MULTIPOLYGON (((126.9358958192086 37.29110051462054, 126.9358621668886 37.29560728684216, 126.9415032992284 37.29563404068439, 126.9415366150828 37.29112726412451, 126.9358958192086 37.29110051462054)))",126.93869947522171,37.29336729897185
81,다사52a16b,2478.00,2478.0,"MULTIPOLYGON (((126.9587817161874 37.24613781618688, 126.9587494815655 37.25064464013316, 126.9643872817639 37.25067027696488, 126.9644191806613 37.2461634488596, 126.9587817161874 37.24613781618688)))",126.9615844151598,37.248404067903984
82,다사55a22b,12514.00,12514.0,"MULTIPOLYGON (((126.992243520709 37.3003695372114, 126.9922132196355 37.30487634393113, 126.9978550959584 37.30490041706366, 126.9978850604 37.30039360644069, 126.992243520709 37.3003695372114)))",126.99504922428324,37.302634998573446
83,다사55a17b,726.00,726.0,"MULTIPOLYGON (((126.9925461607882 37.25530127965922, 126.9925159270832 37.25980812098663, 126.9981544404548 37.2598321551074, 126.9981843382762 37.25532530988131, 126.9925461607882 37.25530127965922)))",126.99535021675855,37.25756673878405
84,다사60b18a,176.00,176.0,"MULTIPOLYGON (((127.054539927861 37.26005772818382, 127.0545133830516 37.2645646065457, 127.0601523014911 37.26458569043973, 127.0601785103259 37.26007880865789, 127.054539927861 37.26005772818382)))",127.05734603077705,37.26232173083632
85,다사58b16a,2770.00,2770.0,"MULTIPOLYGON (((127.0320971505482 37.24194322956325, 127.0320692866715 37.24645010763673, 127.0377068375999 37.24647225139701, 127.0377343658065 37.24196536973101, 127.0320971505482 37.24194322956325)))",127.03490191025612,37.244207761946846
86,다사51a20a,1312.00,1312.0,"MULTIPOLYGON (((126.9472763125004 37.27763338147228, 126.9472433551278 37.28214017272137, 126.9528834930428 37.28216637611725, 126.9529161141709 37.27765958061858, 126.9472763125004 37.27763338147228)))",126.95007981882782,37.27989990012553
87,다사55b22a,1371.00,1371.0,"MULTIPOLYGON (((126.9979150181725 37.29588679235673, 126.9978850604 37.30039360644069, 127.0035266067599 37.30041740676917, 127.0035562279738 37.29591058882604, 126.9979150181725 37.29588679235673)))",127.00072072843288,37.29815212100629
88,다사53b24b,81.00,81.0,"MULTIPOLYGON (((126.9751936567303 37.31832287434349, 126.975162317879 37.32282965523891, 126.9808055209992 37.32285455133965, 126.9808365229234 37.31834776640827, 126.9751936567303 37.31832287434349)))",126.97799950474386,37.32058873425869
89,다사58b21a,477.00,477.0,"MULTIPOLYGON (((127.0318182325131 37.28701185473579, 127.0317903065502 37.29151869823709, 127.0374312182906 37.29154087794573, 127.0374588078356 37.28703403084769, 127.0318182325131 37.28701185473579)))",127.03462464139653,37.289276387842726
90,다사62a20a,548.00,548.0,"MULTIPOLYGON (((127.0713535110405 37.27814769728682, 127.0713279514132 37.28265457195982, 127.0769682317928 37.28267486332528, 127.0769934551422 37.27816798536146, 127.0713535110405 37.27814769728682)))",127.07416078743803,37.28041130187752
91,다사59b21a,4732.00,4732.0,"MULTIPOLYGON (((127.0430993892984 37.28705593818292, 127.0430721361727 37.29156278883411, 127.0487130601216 37.29158443090132, 127.0487399768265 37.28707757674059, 127.0430993892984 37.28705593818292)))",127.04590614070159,37.28932020606597
92,다사57b24a,57.00,57.0,"MULTIPOLYGON (((127.0203654122971 37.31400766136139, 127.0203367752821 37.31851447678274, 127.0259796945774 37.31853721624172, 127.0260079947278 37.31403039713386, 127.0203654122971 37.31400766136139)))",127.02317246932247,37.31627246030279
93,다사52a16a,2933.00,2933.0,"MULTIPOLYGON (((126.9588139436361 37.2416309887781, 126.9587817161874 37.24613781618688, 126.9644191806613 37.2461634488596, 126.9644510724601 37.24165661729232, 126.9588139436361 37.2416309887781)))",126.96161647835153,37.24389724014345
94,다사57b21b,3918.00,3918.0,"MULTIPOLYGON (((127.0205085017941 37.29147353236273, 127.0204798966334 37.29598036508088, 127.0261211323555 37.29600308611163, 127.0261494010264 37.29149624970912, 127.0205085017941 37.29147353236273)))",127.02331473305395,37.29373833072078
95,다사60b16b,4989.00,4989.0,"MULTIPOLYGON (((127.0546195268505 37.24653707236677, 127.0545929997591 37.25104396109419, 127.0602309104991 37.25106503472954, 127.0602571018401 37.24655814258337, 127.0546195268505 37.24653707236677)))",127.05742513483192,37.24880107506212
96,다사59b19a,6384.00,6384.0,"MULTIPOLYGON (((127.043208341161 37.26902850100909, 127.0431811122886 37.27353536548761, 127.0488206910036 37.27355699351909, 127.0488475837548 37.26905012553267, 127.043208341161 37.26902850100909)))",127.04601443214897,37.271292768773826
97,다사52a20b,34.00,34.0,"MULTIPOLYGON (((126.9585236382193 37.28219231079488, 126.9584913461508 37.28669910703584, 126.9641318348368 37.28672477715713, 126.9641637905825 37.28221797675327, 126.9585236382193 37.28219231079488)))",126.96132765256226,37.28445856533218
98,다사54b24a,12.00,12.0,"MULTIPOLYGON (((126.9865100541869 37.31386559701459, 126.9864793960167 37.31837238940081, 126.9921222759352 37.31839674332009, 126.9921525972501 37.31388994698563, 126.9865100541869 37.31386559701459)))",126.98931608095583,37.316131191602864
99,다사55b20a,6101.00,6101.0,"MULTIPOLYGON (((126.9980347826035 37.27785950141396, 126.9980048514915 37.2823663293404, 127.003645052066 37.28239011423485, 127.0036746469188 37.27788328245106, 126.9980347826035 37.27785950141396)))",127.00083983337649,37.28012482925368
100,다사55b21a,7286.00,7286.0,"MULTIPOLYGON (((126.9979749137167 37.28687315380643, 126.9979449692776 37.29137997481192, 127.003585842595 37.29140376742249, 127.0036154506253 37.28689694255873, 126.9979749137167 37.28687315380643)))",127.00078029416005,37.28913848205076
101,다사53a23b,14.00,14.000000000000002,"MULTIPOLYGON (((126.9696141279169 37.30928414918408, 126.9695824662389 37.31379093292768, 126.9752249886063 37.3138160899846, 126.9752563135088 37.30930930216238, 126.9696141279169 37.30928414918408)))",126.97241947417994,37.311550140983485
102,다사61a18a,2637.00,2637.0,"MULTIPOLYGON (((127.0601785103259 37.26007880865789, 127.0601523014911 37.26458569043973, 127.0657912257645 37.26460650577145, 127.0658170986234 37.2600996206132, 127.0601785103259 37.26007880865789)))",127.06298478414465,37.26234267875014
103,다사51b17b,1804.00,1804.0,"MULTIPOLYGON (((126.9530791109476 37.25512555116772, 126.9530465261017 37.25963236398506, 126.9586849907951 37.25965827763768, 126.9587172397686 37.25515146061682, 126.9530791109476 37.25512555116772)))",126.95588196701964,37.25739193572688
