gid,lbl,val,geometry,경도,위도
가나55bb18aa,284,284,"MULTIPOLYGON (((127.0009736996409 37.25984407147711, 127.0009588322199 37.26209749375939, 127.0037781770458 37.26210934396298, 127.0037929604814 37.25985592071955, 127.0009736996409 37.25984407147711)))",127.0023759,37.26097671
가나50aa21bb,281,281,"MULTIPOLYGON (((126.9358789939849 37.29335390116461, 126.9358621668886 37.29560728684216, 126.9386827321268 37.29562069736905, 126.9386994751021 37.29336731060419, 126.9358789939849 37.29335390116461)))",126.9372808,37.2944873
가나55ab18aa,276,276,"MULTIPOLYGON (((126.9953351829324 37.25982017161054, 126.9953201475412 37.26207359195421, 126.9981394890486 37.26208557642309, 126.9981544404548 37.2598321551074, 126.9953351829324 37.25982017161054)))",126.9967373,37.26095288
가나62bb17bb,273,273,"MULTIPOLYGON (((127.0799261087617 37.25789702772682, 127.0799135943943 37.26015047572624, 127.082732897764 37.26016044535798, 127.0827453281504 37.25790699654992, 127.0799261087617 37.25789702772682)))",127.0813295,37.25902874
가나49bb19ab,268,268,"MULTIPOLYGON (((126.9332275234392 37.27080653101208, 126.933210631032 37.27305992426187, 126.9360303536106 37.2730733910754, 126.9360471619907 37.27081999673347, 126.9332275234392 37.27080653101208)))",126.9346289,37.27193997
가나58aa19ab,266,266,"MULTIPOLYGON (((127.0262765322092 37.27121544310138, 127.0262624128095 37.27346886951584, 127.0290821921821 37.27348012008103, 127.0290962275479 37.27122669275415, 127.0262765322092 37.27121544310138)))",127.0276793,37.27234779
가나59bb17bb,263,263,"MULTIPOLYGON (((127.0460955873904 37.2577721661308, 127.0460820652634 37.26002560400191, 127.0489013513036 37.26003637919184, 127.0489147894515 37.25778294044676, 127.0460955873904 37.2577721661308)))",127.0474984,37.25890428
가나58ba18aa,262,262,"MULTIPOLYGON (((127.0319856578231 37.25997072111738, 127.0319717142521 37.26222415367272, 127.0347910766618 37.26223526540848, 127.0348049362453 37.25998183195188, 127.0319856578231 37.25997072111738)))",127.0333883,37.261103
가나58aa18ab,261,261,"MULTIPOLYGON (((127.0263329940974 37.26220172879923, 127.0263188809816 37.26445515867137, 127.0291383242748 37.26446640558727, 127.0291523533942 37.26221297480294, 127.0263329940974 37.26220172879923)))",127.0277356,37.26333407
가나58bb21bb,259,259,"MULTIPOLYGON (((127.0345968804538 37.29378324304977, 127.0345829977147 37.29603666354117, 127.0374036226038 37.29604772158615, 127.037417421215 37.29379430019815, 127.0345968804538 37.29378324304977)))",127.0360002,37.29491549
가나55ba19aa,257,257,"MULTIPOLYGON (((126.9980946248454 37.26884583518055, 126.9980796667822 37.27109925303643, 127.0008993459879 37.27111117423962, 127.0009142200285 37.26885775541693, 126.9980946248454 37.26884583518055)))",126.999497,37.26997851
가나56aa17aa,252,252,"MULTIPOLYGON (((127.0038520777751 37.25084221909812, 127.0038373009186 37.25309564580061, 127.0066563115034 37.25310742504891, 127.0066710044116 37.25085399739095, 127.0038520777751 37.25084221909812)))",127.0052542,37.25197483
가나52aa19ab,250,250,"MULTIPOLYGON (((126.9586043369525 37.27092530503916, 126.958588200798 37.27317870792205, 126.9614079398758 37.27319157031815, 126.9614239920012 37.27093816639215, 126.9586043369525 37.27092530503916)))",126.9600061,37.27205844
가나58aa15bb,246,246,"MULTIPOLYGON (((127.0264740389098 37.23966738254035, 127.0264599414905 37.24192082105537, 127.0292785452396 37.24193205885178, 127.0292925587558 37.23967861942509, 127.0264740389098 37.23966738254035)))",127.0278763,37.24079973
가나55ba18bb,246,246,"MULTIPOLYGON (((126.9981095812441 37.26659241645969, 126.9980946248454 37.26884583518055, 127.0009142200285 37.26885775541693, 127.0009290924139 37.26660433572933, 126.9981095812441 37.26659241645969)))",126.9995119,37.26772509
가나59aa23ab,245,245,"MULTIPOLYGON (((127.0373346065075 37.30731481555909, 127.0373207986789 37.30956823176013, 127.0401419300694 37.30957922793709, 127.0401556537137 37.30732581084459, 127.0373346065075 37.30731481555909)))",127.0387382,37.30844703
가나61ab15ba,245,245,"MULTIPOLYGON (((127.0631279210838 37.23755477900499, 127.0631149158653 37.23980822981058, 127.0659334552543 37.23981859465338, 127.0659463765768 37.23756514300694, 127.0631279210838 37.23755477900499)))",127.0645307,37.23868669
가나59aa23bb,241,241,"MULTIPOLYGON (((127.0373069893134 37.31182164709663, 127.0372931784109 37.31407506156854, 127.0401144781982 37.31408605952857, 127.0401282048976 37.31183264416509, 127.0373069893134 37.31182164709663)))",127.0387107,37.31295386
가나56ab23ab,241,241,"MULTIPOLYGON (((127.0063031907224 37.30718942939174, 127.0062884568781 37.30944283542698, 127.0091095708478 37.30945457133289, 127.0091242205097 37.30720116434624, 127.0063031907224 37.30718942939174)))",127.0077064,37.30832201
가나60ab18ba,237,237,"MULTIPOLYGON (((127.051693926043 37.26455396388808, 127.0516805674152 37.26680740091, 127.0545001084312 37.26681804443084, 127.0545133830516 37.2645646065457, 127.051693926043 37.26455396388808)))",127.053097,37.26568601
가나55ab19ab,236,236,"MULTIPOLYGON (((126.9952599892412 37.27108726467883, 126.9952449454815 37.27334068069741, 126.9980647070543 37.27335267002729, 126.9980796667822 37.27109925303643, 126.9952599892412 37.27108726467883)))",126.9966623,37.27221997
가나56aa23ba,230,230,"MULTIPOLYGON (((127.0034673445484 37.3094310322737, 127.0034525248728 37.31168443648684, 127.006273721394 37.31169624059707, 127.0062884568781 37.30944283542698, 127.0034673445484 37.3094310322737)))",127.0048705,37.31056364
가나52aa16aa,227,227,"MULTIPOLYGON (((126.9588139436361 37.2416309887781, 126.9587978308083 37.24388440291529, 126.9616164782362 37.24389725175568, 126.9616325071563 37.24164383657619, 126.9588139436361 37.2416309887781)))",126.9602152,37.24276413
가나49ba19ba,225,225,"MULTIPOLYGON (((126.9303909103332 37.27304639029154, 126.9303739320096 37.27529978157728, 126.9331937367447 37.27531331664526, 126.933210631032 37.27305992426187, 126.9303909103332 37.27304639029154)))",126.9317923,37.27417986
가나62bb16bb,224,224,"MULTIPOLYGON (((127.0799761523072 37.24888322709555, 127.0799636435091 37.25113667854834, 127.0827826110108 37.25114664494583, 127.0827950358652 37.24889319268458, 127.0799761523072 37.24888322709555)))",127.0813794,37.25001494
가나51bb19ba,222,222,"MULTIPOLYGON (((126.955768463516 37.27316577836791, 126.9557522415273 37.27541917933632, 126.9585720628476 37.27543210993908, 126.958588200798 37.27317870792205, 126.955768463516 37.27316577836791)))",126.9571702,37.27429895
가나57aa19bb,221,221,"MULTIPOLYGON (((127.0149688539849 37.27567661749175, 127.0149543952338 37.27793003847275, 127.017774336359 37.27794155954986, 127.0177887110582 37.27568813763457, 127.0149688539849 37.27567661749175)))",127.0163716,37.27680909
가나57ab20ba,215,215,"MULTIPOLYGON (((127.0177455821608 37.28244840078642, 127.0177312026616 37.28470182010766, 127.0205513975987 37.28471327680008, 127.0205656930179 37.28245985654983, 127.0177455821608 37.28244840078642)))",127.0191485,37.28358084
가나56aa17ab,214,214,"MULTIPOLYGON (((127.0038373009186 37.25309564580061, 127.0038225224176 37.25534907163836, 127.00664161696 37.25536085184218, 127.0066563115034 37.25310742504891, 127.0038373009186 37.25309564580061)))",127.0052394,37.25422825
가나55ba19ab,211,211,"MULTIPOLYGON (((126.9980796667822 37.27109925303643, 126.9980647070543 37.27335267002729, 127.000884470292 37.27336459219736, 127.0008993459879 37.27111117423962, 126.9980796667822 37.27109925303643)))",126.999482,37.27223193
가나54ab21ab,210,210,"MULTIPOLYGON (((126.9838582088948 37.28906591207625, 126.983842815311 37.29131931722809, 126.9866632427152 37.29133158315093, 126.9866785521932 37.28907817700453, 126.9838582088948 37.28906591207625)))",126.9852607,37.29019875
가나54bb22bb,204,204,"MULTIPOLYGON (((126.9894075195411 37.30261080456786, 126.9893922839988 37.30486420651101, 126.9922132196355 37.30487634393113, 126.9922283710153 37.30262294100397, 126.9894075195411 37.30261080456786)))",126.9908103,37.30374358
가나58bb16ab,204,204,"MULTIPOLYGON (((127.0349019101565 37.24420777355933, 127.0348880613651 37.24646121306489, 127.0377068375999 37.24647225139701, 127.037720602469 37.244218810996, 127.0349019101565 37.24420777355933)))",127.0363044,37.24534002
가나60ab20aa,203,203,"MULTIPOLYGON (((127.0516137519719 37.27807457306004, 127.0516003844212 37.28032800489802, 127.054420429678 37.28033865359933, 127.0544337131652 37.27808522089782, 127.0516137519719 37.27807457306004)))",127.0530171,37.27920662
가나60bb17ab,202,202,"MULTIPOLYGON (((127.0573987725873 37.25330797539135, 127.057385589312 37.25556141845321, 127.0602047133281 37.25557192342112, 127.0602178126424 37.25331847950717, 127.0573987725873 37.25330797539135)))",127.0588017,37.25443995
가나52aa21ba,201,201,"MULTIPOLYGON (((126.9584590468939 37.29120589981292, 126.9584428945692 37.29345929490248, 126.9612633903303 37.29347216668936, 126.9612794585416 37.29121877055614, 126.9584590468939 37.29120589981292)))",126.9598612,37.29233904
가나52bb21ab,194,194,"MULTIPOLYGON (((126.9669361854068 37.28899091136718, 126.9669202871922 37.29124431043721, 126.9697407041764 37.2912569795748, 126.9697565182863 37.28900357947752, 126.9669361854068 37.28899091136718)))",126.9683384,37.29012395
가나51aa18ab,193,193,"MULTIPOLYGON (((126.9473916055554 37.26185958481823, 126.9473751406172 37.26411298693841, 126.9501945363985 37.26412611370662, 126.9502109173458 37.26187271052179, 126.9473916055554 37.26185958481823)))",126.9487931,37.26299285
가나58ba21bb,191,191,"MULTIPOLYGON (((127.0317763412376 37.29377211869099, 127.0317623743707 37.29602553828035, 127.0345829977147 37.29603666354117, 127.0345968804538 37.29378324304977, 127.0317763412376 37.29377211869099)))",127.0331796,37.2949044
가나61aa16ab,190,190,"MULTIPOLYGON (((127.0602701953248 37.24430469521483, 127.0602571018401 37.24655814258337, 127.0630758915253 37.24656857704616, 127.0630889010862 37.24431512883118, 127.0602701953248 37.24430469521483)))",127.061673,37.24543664
가나60bb21bb,189,189,"MULTIPOLYGON (((127.0571612490162 37.29386981833616, 127.0571480393058 37.2961232458477, 127.0599686762191 37.29613376616183, 127.0599818018001 37.29388033779729, 127.0571612490162 37.29386981833616)))",127.0585649,37.2950018
가나57ba16ba,187,187,"MULTIPOLYGON (((127.0207942034958 37.24640501496612, 127.0207799335079 37.24865844904853, 127.023598785874 37.24866982378235, 127.0236129719312 37.24641638877724, 127.0207942034958 37.24640501496612)))",127.0221965,37.24753742
가나57ba16ab,183,183,"MULTIPOLYGON (((127.0208084718958 37.24415158001938, 127.0207942034958 37.24640501496612, 127.0236129719312 37.24641638877724, 127.0236271564099 37.24416295290785, 127.0208084718958 37.24415158001938)))",127.0222107,37.24528399
가나52ba16aa,181,181,"MULTIPOLYGON (((126.9644510724601 37.24165661729232, 126.964435127448 37.24391003350869, 126.9672537784341 37.24392274817419, 126.9672696395382 37.24166933092637, 126.9644510724601 37.24165661729232)))",126.9658524,37.24278969
가나61bb16ab,180,180,"MULTIPOLYGON (((127.0687263169425 37.24433579478871, 127.0687134752298 37.24658924468027, 127.0715322692303 37.24659947785134, 127.0715450270187 37.24434602712967, 127.0687263169425 37.24433579478871)))",127.0701293,37.24546764
가나60bb18aa,176,176,"MULTIPOLYGON (((127.0573592183597 37.26006830198564, 127.0573460306824 37.2623217424562, 127.0601654066377 37.26233224998068, 127.0601785103259 37.26007880865789, 127.0573592183597 37.26006830198564)))",127.0587623,37.26120028
가나51bb22ab,176,176,"MULTIPOLYGON (((126.9555899223089 37.29795314139115, 126.9555736804492 37.30020653283328, 126.9583944268082 37.30021947497492, 126.9584105845266 37.29796608248349, 126.9555899223089 37.29795314139115)))",126.9569922,37.29908631
가나59ab22aa,176,176,"MULTIPOLYGON (((127.0402242490288 37.29605871241515, 127.0402105330193 37.2983121338299, 127.0430312451084 37.29832305832858, 127.0430448769802 37.29606963602809, 127.0402242490288 37.29605871241515)))",127.0416277,37.29719089
가나56ab20aa,175,175,"MULTIPOLYGON (((127.0064945815511 37.27789507221323, 127.0064798690085 37.28014848949375, 127.0092998893386 37.28016021303553, 127.0093145178206 37.27790679480432, 127.0064945815511 37.27789507221323)))",127.0078972,37.27902765
가나53aa15ab,175,175,"MULTIPOLYGON (((126.970135529436 37.23492171746486, 126.9701197575063 37.23717513833462, 126.9729381603158 37.23718771576321, 126.972953848365 37.23493429387306, 126.970135529436 37.23492171746486)))",126.9715368,37.23605472
가나62bb17aa,175,175,"MULTIPOLYGON (((127.0799636435091 37.25113667854834, 127.0799511333189 37.25339012913786, 127.0827701847736 37.25340009634382, 127.0827826110108 37.25114664494583, 127.0799636435091 37.25113667854834)))",127.0813669,37.25226839
가나50ba19ab,171,171,"MULTIPOLYGON (((126.9416864446956 37.27084672672164, 126.9416698043706 37.27310012323147, 126.9444895325332 37.27311338857374, 126.9445060888304 37.27085999098812, 126.9416864446956 37.27084672672164)))",126.943088,37.27198006
가나61ab18aa,168,168,"MULTIPOLYGON (((127.0629978037503 37.26008924820044, 127.0629847840512 37.26234269037003, 127.0658041629138 37.26235306362414, 127.0658170986234 37.2600996206132, 127.0629978037503 37.26008924820044)))",127.064401,37.26122116
가나59bb20bb,166,166,"MULTIPOLYGON (((127.0459332225061 37.28481336355698, 127.045919682309 37.28706679105901, 127.0487399768265 37.28707757674059, 127.0487534329325 37.28482414836397, 127.0459332225061 37.28481336355698)))",127.0473366,37.28594548
가나56ab20ba,165,165,"MULTIPOLYGON (((127.0064651548284 37.28240190590937, 127.0064504390108 37.28465532146006, 127.0092706274901 37.2846670469034, 127.0092852592285 37.2824136304019, 127.0064651548284 37.28240190590937)))",127.0078679,37.28353448
가나56ab16bb,165,165,"MULTIPOLYGON (((127.0066856956849 37.24860056886835, 127.0066710044116 37.25085399739095, 127.0094899326831 37.25086570857804, 127.0095045400173 37.24861227910546, 127.0066856956849 37.24860056886835)))",127.0080878,37.24973314
가나60bb16ab,164,164,"MULTIPOLYGON (((127.0574514910204 37.24429419450688, 127.057438313612 37.24654764102352, 127.0602571018401 37.24655814258337, 127.0602701953248 37.24430469521483, 127.0574514910204 37.24429419450688)))",127.0588543,37.24542617
가나57ab22aa,158,158,"MULTIPOLYGON (((127.0176592811556 37.29596890374255, 127.0176448920512 37.29822231787514, 127.0204655916652 37.29823378014282, 127.0204798966334 37.29598036508088, 127.0176592811556 37.29596890374255)))",127.0190624,37.29710135
가나57bb22ab,157,157,"MULTIPOLYGON (((127.0232862928714 37.29824517518978, 127.0232720704568 37.30049859031088, 127.0260928573917 37.30050991905549, 127.0261069956604 37.29825650301589, 127.0232862928714 37.29824517518978)))",127.0246896,37.29937755
가나53ba15ab,156,156,"MULTIPOLYGON (((126.9757721690396 37.23494680321513, 126.9757565648711 37.2372002261202, 126.9785749711629 37.23721266940549, 126.9785904914505 37.23495924549092, 126.9757721690396 37.23494680321513)))",126.9771735,37.23607974
가나56bb21aa,152,152,"MULTIPOLYGON (((127.01207626832 37.28693212174122, 127.0120617174228 37.28918553745838, 127.0148820773372 37.2891971304065, 127.014896544136 37.2869437137493, 127.01207626832 37.28693212174122)))",127.0134792,37.28806463
가나55ba18aa,151,151,"MULTIPOLYGON (((126.9981544404548 37.2598321551074, 126.9981394890486 37.26208557642309, 127.0009588322199 37.26209749375939, 127.0009736996409 37.25984407147711, 126.9981544404548 37.2598321551074)))",126.9995566,37.26096483
가나55ba22ba,151,151,"MULTIPOLYGON (((126.9978850604 37.30039360644069, 126.9978700790129 37.30264701218481, 127.0006909355176 37.30265894692932, 127.000705832751 37.3004055402176, 126.9978850604 37.30039360644069)))",126.999288,37.30152628
가나56bb19bb,151,151,"MULTIPOLYGON (((127.0121489985206 37.27566503018295, 127.0121344557179 37.27791845022419, 127.0149543952338 37.27793003847275, 127.0149688539849 37.27567661749175, 127.0121489985206 37.27566503018295)))",127.0135517,37.27679754
가나53bb18bb,150,150,"MULTIPOLYGON (((126.9783730501801 37.26650710156161, 126.978357505694 37.26876051336271, 126.9811770890291 37.268772903639, 126.9811925495033 37.26651949083303, 126.9783730501801 37.26650710156161)))",126.979775,37.26764001
가나61aa17bb,150,150,"MULTIPOLYGON (((127.060191612556 37.25782536647137, 127.0601785103259 37.26007880865789, 127.0629978037503 37.26008924820044, 127.0630108220005 37.25783580516717, 127.060191612556 37.25782536647137)))",127.0615947,37.25895731
가나55aa17ba,147,147,"MULTIPOLYGON (((126.9925461607882 37.25530127965922, 126.9925310447768 37.25755470075543, 126.9953502166506 37.25756675040191, 126.9953652486959 37.25531332832833, 126.9925461607882 37.25530127965922)))",126.9939482,37.25643402
가나58bb20bb,145,145,"MULTIPOLYGON (((127.0346523959625 37.28476955243956, 127.0346385194021 37.28702297638876, 127.0374588078356 37.28703403084769, 127.0374726003054 37.28478060600211, 127.0346523959625 37.28476955243956)))",127.0360556,37.2859018
가나54ba17ab,144,144,"MULTIPOLYGON (((126.9869232722709 37.25302356098279, 126.9869079900285 37.25527698097306, 126.9897270745627 37.25528916387408, 126.9897422728487 37.25303574289562, 126.9869232722709 37.25302356098279)))",126.9883252,37.25415637
가나57ba15aa,142,142,"MULTIPOLYGON (((127.0208797900842 37.23288439232105, 127.0208655296207 37.23513783158925, 127.0236838785428 37.23514920078769, 127.0236980551316 37.2328957605971, 127.0208797900842 37.23288439232105)))",127.0222818,37.2340168
가나54aa17ba,135,135,"MULTIPOLYGON (((126.9812698260717 37.25525241382385, 126.9812543741976 37.25750583095619, 126.9840735392864 37.25751814908774, 126.9840889071951 37.25526473095627, 126.9812698260717 37.25525241382385)))",126.9826717,37.25638529
가나54aa18bb,135,135,"MULTIPOLYGON (((126.9811925495033 37.26651949083303, 126.9811770890291 37.268772903639, 126.9839966740848 37.26878522676711, 126.9840120505469 37.26653181296171, 126.9811925495033 37.26651949083303)))",126.9825946,37.26765236
가나55aa18aa,131,131,"MULTIPOLYGON (((126.9925159270832 37.25980812098663, 126.9925008077071 37.26206154035284, 126.9953201475412 37.26207359195421, 126.9953351829324 37.25982017161054, 126.9925159270832 37.25980812098663)))",126.993918,37.26094086
가나60ba15ba,130,130,"MULTIPOLYGON (((127.0546725633248 37.23752328454741, 127.0546593064194 37.23977673279776, 127.0574778414385 37.23978729888267, 127.0574910144485 37.23753384977512, 127.0546725633248 37.23752328454741)))",127.0560752,37.2386553
가나56bb16ab,126,126,"MULTIPOLYGON (((127.012352427917 37.24411705881436, 127.012337907754 37.24637049096051, 127.0151566713978 37.24638206605763, 127.01517110764 37.24412863297251, 127.012352427917 37.24411705881436)))",127.0137545,37.24524957
가나62aa18ba,125,125,"MULTIPOLYGON (((127.0714301557972 37.26462705253996, 127.0714173852248 37.26688049549016, 127.0742369363861 37.26689066898807, 127.0742496229498 37.26463722521276, 127.0714301557972 37.26462705253996)))",127.0728335,37.26575887
가나58ab19aa,124,124,"MULTIPOLYGON (((127.0291102613518 37.2689732645629, 127.0290962275479 37.27122669275415, 127.0319159244484 37.27123787525125, 127.0319298742277 37.26898444615309, 127.0291102613518 37.2689732645629)))",127.0305131,37.27010558
가나55ab17bb,124,124,"MULTIPOLYGON (((126.9953502166506 37.25756675040191, 126.9953351829324 37.25982017161054, 126.9981544404548 37.2598321551074, 126.9981693901973 37.2575787329268, 126.9953502166506 37.25756675040191)))",126.9967523,37.25869946
가나59ab22ab,123,123,"MULTIPOLYGON (((127.0402105330193 37.2983121338299, 127.0401968154833 37.30056555438023, 127.0430176117194 37.30057647976471, 127.0430312451084 37.29832305832858, 127.0402105330193 37.2983121338299)))",127.0416141,37.29944431
가나55bb22ab,119,119,"MULTIPOLYGON (((127.0007207283266 37.29815213264068, 127.000705832751 37.3004055402176, 127.0035266067599 37.30041740676917, 127.003541418191 37.29816399823015, 127.0007207283266 37.29815213264068)))",127.0021236,37.29928478
가나59ba22ba,117,117,"MULTIPOLYGON (((127.0430176117194 37.30057647976471, 127.043003976813 37.30282990033646, 127.0458248587231 37.30284075937424, 127.0458384094729 37.3005873379221, 127.0430176117194 37.30057647976471)))",127.0444212,37.30170862
가나59ba20ba,117,117,"MULTIPOLYGON (((127.0431266363586 37.28254908407467, 127.0431130135866 37.28480251156093, 127.0459332225061 37.28481336355698, 127.0459467611965 37.28255993519074, 127.0431266363586 37.28254908407467)))",127.0445299,37.28368123
가나56ba23ba,116,116,"MULTIPOLYGON (((127.0091095708478 37.30945457133289, 127.0090949195553 37.31170797745445, 127.0119161193473 37.31171964705889, 127.0119306864479 37.30946623999131, 127.0091095708478 37.30945457133289)))",127.0105128,37.31058711
가나53bb14bb,115,115,"MULTIPOLYGON (((126.978621526845 37.23045239506653, 126.9786060100111 37.23270582071127, 126.9814242502772 37.23271819491667, 126.9814396832486 37.23046476826799, 126.978621526845 37.23045239506653)))",126.9800229,37.2315853
가나58bb23ba,114,114,"MULTIPOLYGON (((127.0344996688253 37.30955716833449, 127.0344857752663 37.31181058277404, 127.0373069893134 37.31182164709663, 127.0373207986789 37.30956823176013, 127.0344996688253 37.30955716833449)))",127.0359033,37.31068941
가나52ba17aa,112,112,"MULTIPOLYGON (((126.9643872817639 37.25067027696488, 126.9643713296527 37.25292368971923, 126.9671903163647 37.25293640851107, 126.9672061845304 37.25068299472503, 126.9643872817639 37.25067027696488)))",126.9657888,37.25180335
가나59aa16ab,112,112,"MULTIPOLYGON (((127.037720602469 37.244218810996, 127.0377068375999 37.24647225139701, 127.0405256153665 37.24648322263299, 127.0405392963132 37.244229781342, 127.037720602469 37.244218810996)))",127.0391231,37.24535102
가나56ba22aa,107,107,"MULTIPOLYGON (((127.0091974443676 37.29593411643713, 127.0091828028556 37.29818752774899, 127.012003497637 37.29819919167811, 127.0120180550133 37.29594577942055, 127.0091974443676 37.29593411643713)))",127.0106004,37.29706666
가나50ba21ba,106,106,"MULTIPOLYGON (((126.9415366150828 37.29112726412451, 126.9415199580825 37.29338065283766, 126.9443404429169 37.29339392786488, 126.944357015805 37.29114053807538, 126.9415366150828 37.29112726412451)))",126.9429385,37.2922606
가나53ba23aa,105,105,"MULTIPOLYGON (((126.9752876314393 37.30480251087701, 126.9752719733454 37.30705590695258, 126.9780929845804 37.30706838156141, 126.9781085585035 37.30481498447451, 126.9752876314393 37.30480251087701)))",126.9766903,37.30593545
가나60aa15ba,104,104,"MULTIPOLYGON (((127.0490356655122 37.23750195286696, 127.0490222408163 37.23975539938662, 127.0518407728755 37.23976609963238, 127.0518541136763 37.23751265224465, 127.0490356655122 37.23750195286696)))",127.0504382,37.23863403
가나55aa19aa,104,104,"MULTIPOLYGON (((126.9924554394821 37.2688217932611, 126.9924403133743 37.27107520916701, 126.9952599892412 37.27108726467883, 126.9952750313268 37.26883384779522, 126.9924554394821 37.2688217932611)))",126.9938577,37.26995453
가나59ba16bb,103,103,"MULTIPOLYGON (((127.0433307961184 37.24874756808432, 127.0433171960677 37.25100100853199, 127.0461361447436 37.25101184733369, 127.0461496608528 37.24875840600682, 127.0433307961184 37.24874756808432)))",127.0447334,37.24987971
가나59bb15aa,99,99,"MULTIPOLYGON (((127.0462442315145 37.23298429253075, 127.0462307259297 37.23523773990448, 127.0490490887144 37.23524850548354, 127.0490625104229 37.23299505723641, 127.0462442315145 37.23298429253075)))",127.0476466,37.2341164
가나56ba16ba,99,99,"MULTIPOLYGON (((127.0095191457261 37.2463588487683, 127.0095045400173 37.24861227910546, 127.0123233859752 37.24862392224215, 127.012337907754 37.24637049096051, 127.0095191457261 37.2463588487683)))",127.0109212,37.24749139
가나54aa24ab,99,99,"MULTIPOLYGON (((126.9808520212978 37.31609437264395, 126.9808365229234 37.31834776640827, 126.9836579586122 37.31836011153864, 126.9836733727685 37.3161067167736, 126.9808520212978 37.31609437264395)))",126.982255,37.31722725
가나60aa21bb,97,97,"MULTIPOLYGON (((127.0486995995223 37.29383785668542, 127.0486861374248 37.29609128160528, 127.0515067698992 37.29610200356931, 127.0515201478679 37.29384857778011, 127.0486995995223 37.29383785668542)))",127.0501032,37.29496994
가나54ba18ab,97,97,"MULTIPOLYGON (((126.9868621330961 37.26203723575318, 126.9868468440496 37.26429065228294, 126.9896662645029 37.2643028391373, 126.9896814695556 37.26204942161912, 126.9868621330961 37.26203723575318)))",126.9882642,37.26317004
가나54ba16bb,94,94,"MULTIPOLYGON (((126.9869538316543 37.24851671840703, 126.9869385528128 37.25077014012743, 126.9897574694434 37.25078232105214, 126.9897726643472 37.24852889834366, 126.9869538316543 37.24851671840703)))",126.9883556,37.24964953
가나58ba19bb,88,88,"MULTIPOLYGON (((127.0318880202322 37.27574473085456, 127.0318740657949 37.27799815735963, 127.0346940163787 37.27800927540561, 127.0347078867631 37.27575584799891, 127.0318880202322 37.27574473085456)))",127.033291,37.27687701
가나53ab23aa,87,87,"MULTIPOLYGON (((126.9724667061177 37.3047899700444, 126.9724509638532 37.3070433651032, 126.9752719733454 37.30705590695258, 126.9752876314393 37.30480251087701, 126.9724667061177 37.3047899700444)))",126.9738693,37.30592294
가나57ba24ba,85,85,"MULTIPOLYGON (((127.0203367752821 37.31851447678274, 127.020322454384 37.320767883196, 127.0231439974695 37.32077928748487, 127.0231582341376 37.31852588014717, 127.0203367752821 37.31851447678274)))",127.0217404,37.31964689
가나50ab18ab,82,82,"MULTIPOLYGON (((126.9389336812146 37.26181980492649, 126.938916964305 37.26407320382005, 126.9417363545611 37.26408653199498, 126.9417529874805 37.26183313202044, 126.9389336812146 37.26181980492649)))",126.940335,37.26295317
가나57ba16bb,80,80,"MULTIPOLYGON (((127.0207799335079 37.24865844904853, 127.0207656619319 37.25091188226656, 127.0235845982381 37.25092325792313, 127.023598785874 37.24866982378235, 127.0207799335079 37.24865844904853)))",127.0221822,37.24979086
가나59bb16bb,79,79,"MULTIPOLYGON (((127.0461496608528 37.24875840600682, 127.0461361447436 37.25101184733369, 127.0489550949237 37.25102261902805, 127.0489685270912 37.2487691768274, 127.0461496608528 37.24875840600682)))",127.0475524,37.24989052
가나60bb18ba,78,78,"MULTIPOLYGON (((127.0573328415374 37.26457518206296, 127.0573196509246 37.26682862080589, 127.060139194886 37.26683913003501, 127.0601523014911 37.26458569043973, 127.0573328415374 37.26457518206296)))",127.058736,37.26570716
가나50ba18ab,78,78,"MULTIPOLYGON (((126.9417529874805 37.26183313202044, 126.9417363545611 37.26408653199498, 126.9445557466683 37.26409979303448, 126.9445722955972 37.26184639198441, 126.9417529874805 37.26183313202044)))",126.9431543,37.26296647
가나58ab17ab,78,78,"MULTIPOLYGON (((127.0292084542623 37.25319924302258, 127.0291944313863 37.25545267726407, 127.0320135403104 37.25546385341395, 127.0320274792271 37.25321041826592, 127.0292084542623 37.25319924302258)))",127.030611,37.25433155
가나56bb18bb,76,76,"MULTIPOLYGON (((127.0122071535496 37.26665134137056, 127.0121926172192 37.26890476487072, 127.0150122205847 37.26891634936062, 127.0150266729009 37.26666292492094, 127.0122071535496 37.26665134137056)))",127.0136097,37.26778385
가나57ab20bb,76,76,"MULTIPOLYGON (((127.0177312026616 37.28470182010766, 127.0177168215619 37.28695523856416, 127.0205371005884 37.28696669618567, 127.0205513975987 37.28471327680008, 127.0177312026616 37.28470182010766)))",127.0191341,37.28583426
가나55ba23bb,76,76,"MULTIPOLYGON (((126.9978101367883 37.31166062650842, 126.997795147062 37.31391402792602, 127.0006164244753 37.31392596750941, 127.0006313300011 37.31167256512393, 126.9978101367883 37.31166062650842)))",126.9992133,37.3127933
가나59bb23ba,74,74,"MULTIPOLYGON (((127.0457841974235 37.30960101854455, 127.0457706406397 37.31185443653922, 127.0485918607788 37.31186523184466, 127.0486053333684 37.30961181297483, 127.0457841974235 37.30960101854455)))",127.047188,37.31073313
가나60aa16ba,73,73,"MULTIPOLYGON (((127.0489819577641 37.24651573376292, 127.0489685270912 37.2487691768274, 127.0517873948243 37.24877988054596, 127.0518007415647 37.24652643661319, 127.0489819577641 37.24651573376292)))",127.0503847,37.24764781
