,gid,sgg_nm_e,value,geometry
99,다사53a23a,"Jangan-gu, Suwon-si",1.07,"MULTIPOLYGON (((126.969645782548 37.30477736197684, 126.9696141279169 37.30928414918408, 126.9752563135088 37.30930930216238, 126.9752876314393 37.30480251087701, 126.969645782548 37.30477736197684)))"
100,다사53a23b,"Jangan-gu, Suwon-si",1.993,"MULTIPOLYGON (((126.9696141279169 37.30928414918408, 126.9695824662389 37.31379093292768, 126.9752249886063 37.3138160899846, 126.9752563135088 37.30930930216238, 126.9696141279169 37.30928414918408)))"
101,다사53a24a,"Jangan-gu, Suwon-si",2.372,"MULTIPOLYGON (((126.9695824662389 37.31379093292768, 126.9695507975124 37.31829771320747, 126.9751936567303 37.31832287434349, 126.9752249886063 37.3138160899846, 126.9695824662389 37.31379093292768)))"
102,다사53a24b,"Jangan-gu, Suwon-si",2.258,"MULTIPOLYGON (((126.9695507975124 37.31829771320747, 126.9695191217356 37.32280449002333, 126.975162317879 37.32282965523891, 126.9751936567303 37.31832287434349, 126.9695507975124 37.31829771320747)))"
103,다사53a25a,"Jangan-gu, Suwon-si",3.526,"MULTIPOLYGON (((126.9695191217356 37.32280449002333, 126.9694874389071 37.32731126337509, 126.9751309720509 37.32733643267072, 126.975162317879 37.32282965523891, 126.9695191217356 37.32280449002333)))"
104,다사53a25b,"Jangan-gu, Suwon-si",3.925,"MULTIPOLYGON (((126.9694874389071 37.32731126337509, 126.969455749025 37.33181803326259, 126.9750996192443 37.33184320663876, 126.9751309720509 37.32733643267072, 126.9694874389071 37.32731126337509)))"
105,다사53b14b,"Gwonseon-gu, Suwon-si",3.696,"MULTIPOLYGON (((126.9758189711283 37.22818652930904, 126.9757877714718 37.2326933794449, 126.9814242502772 37.23271819491667, 126.9814551145029 37.22821134075431, 126.9758189711283 37.22818652930904)))"
106,다사53b15a,"Gwonseon-gu, Suwon-si",3.374,"MULTIPOLYGON (((126.9757877714718 37.2326933794449, 126.9757565648711 37.2372002261202, 126.9813933791818 37.23722504561891, 126.9814242502772 37.23271819491667, 126.9757877714718 37.2326933794449)))"
107,다사53b15b,"Gwonseon-gu, Suwon-si",2.233,"MULTIPOLYGON (((126.9757565648711 37.2372002261202, 126.9757253513244 37.24170706933476, 126.9813625012151 37.24173189286091, 126.9813933791818 37.23722504561891, 126.9757565648711 37.2372002261202)))"
108,다사53b16a,"Gwonseon-gu, Suwon-si",2.193,"MULTIPOLYGON (((126.9757253513244 37.24170706933476, 126.9756941308301 37.24621390908845, 126.9813316163757 37.24623873664249, 126.9813625012151 37.24173189286091, 126.9757253513244 37.24170706933476)))"
109,다사53b16b,"Gwonseon-gu, Suwon-si",0.918,"MULTIPOLYGON (((126.9756941308301 37.24621390908845, 126.9756629033867 37.25072074538111, 126.9813007246617 37.25074557696352, 126.9813316163757 37.24623873664249, 126.9756941308301 37.24621390908845)))"
110,다사53b17a,"Gwonseon-gu, Suwon-si",1.251,"MULTIPOLYGON (((126.9756629033867 37.25072074538111, 126.9756316689925 37.25522757821258, 126.9812698260717 37.25525241382385, 126.9813007246617 37.25074557696352, 126.9756629033867 37.25072074538111)))"
111,다사53b17b,"Gwonseon-gu, Suwon-si",1.345,"MULTIPOLYGON (((126.9756316689925 37.25522757821258, 126.975600427646 37.25973440758272, 126.981238920604 37.2597592472233, 126.9812698260717 37.25525241382385, 126.9756316689925 37.25522757821258)))"
112,다사53b18a,"Gwonseon-gu, Suwon-si",1.422,"MULTIPOLYGON (((126.975600427646 37.25973440758272, 126.9755691793453 37.26424123349137, 126.981208008257 37.26426607716173, 126.981238920604 37.2597592472233, 126.975600427646 37.25973440758272)))"
113,다사53b18b,"Gwonseon-gu, Suwon-si",1.433,"MULTIPOLYGON (((126.9755691793453 37.26424123349137, 126.975537924089 37.26874805593837, 126.9811770890291 37.268772903639, 126.981208008257 37.26426607716173, 126.9755691793453 37.26424123349137)))"
114,다사53b19a,"Gwonseon-gu, Suwon-si",1.599,"MULTIPOLYGON (((126.975537924089 37.26874805593837, 126.9755066618754 37.27325487492357, 126.9811461629187 37.27327972665495, 126.9811770890291 37.268772903639, 126.975537924089 37.26874805593837)))"
115,다사53b19b,"Gwonseon-gu, Suwon-si",1.157,"MULTIPOLYGON (((126.9755066618754 37.27325487492357, 126.9754753927028 37.27776169044684, 126.9811152299243 37.27778654620942, 126.9811461629187 37.27327972665495, 126.9755066618754 37.27325487492357)))"
116,다사53b20a,"Gwonseon-gu, Suwon-si",1.298,"MULTIPOLYGON (((126.9754753927028 37.27776169044684, 126.9754441165698 37.282268502508, 126.9810842900441 37.28229336230227, 126.9811152299243 37.27778654620942, 126.9754753927028 37.27776169044684)))"
117,다사53b20b,"Gwonseon-gu, Suwon-si",1.06,"MULTIPOLYGON (((126.9754441165698 37.282268502508, 126.9754128334746 37.28677531110692, 126.9810533432765 37.28680017493334, 126.9810842900441 37.28229336230227, 126.9754441165698 37.282268502508)))"
118,다사53b21a,"Jangan-gu, Suwon-si",1.779,"MULTIPOLYGON (((126.9754128334746 37.28677531110692, 126.9753815434155 37.29128211624343, 126.9810223896201 37.29130698410248, 126.9810533432765 37.28680017493334, 126.9754128334746 37.28677531110692)))"
119,다사53b21b,"Jangan-gu, Suwon-si",1.888,"MULTIPOLYGON (((126.9753815434155 37.29128211624343, 126.975350246391 37.29578891791738, 126.980991429073 37.29581378980954, 126.9810223896201 37.29130698410248, 126.9753815434155 37.29128211624343)))"
120,다사53b22a,"Jangan-gu, Suwon-si",1.954,"MULTIPOLYGON (((126.975350246391 37.29578891791738, 126.9753189423995 37.30029571612862, 126.9809604616339 37.30032059205436, 126.980991429073 37.29581378980954, 126.975350246391 37.29578891791738)))"
121,다사53b22b,"Jangan-gu, Suwon-si",1.252,"MULTIPOLYGON (((126.9753189423995 37.30029571612862, 126.9752876314393 37.30480251087701, 126.980929487301 37.3048273908368, 126.9809604616339 37.30032059205436, 126.9753189423995 37.30029571612862)))"
122,다사53b23a,"Jangan-gu, Suwon-si",1.593,"MULTIPOLYGON (((126.9752876314393 37.30480251087701, 126.9752563135088 37.30930930216238, 126.9808985060726 37.3093341861567, 126.980929487301 37.3048273908368, 126.9752876314393 37.30480251087701)))"
123,다사53b23b,"Jangan-gu, Suwon-si",1.194,"MULTIPOLYGON (((126.9752563135088 37.30930930216238, 126.9752249886063 37.3138160899846, 126.9808675179473 37.31384097801391, 126.9808985060726 37.3093341861567, 126.9752563135088 37.30930930216238)))"
124,다사53b24a,"Jangan-gu, Suwon-si",1.557,"MULTIPOLYGON (((126.9752249886063 37.3138160899846, 126.9751936567303 37.31832287434349, 126.9808365229234 37.31834776640827, 126.9808675179473 37.31384097801391, 126.9752249886063 37.3138160899846)))"
125,다사53b24b,"Jangan-gu, Suwon-si",4.151,"MULTIPOLYGON (((126.9751936567303 37.31832287434349, 126.975162317879 37.32282965523891, 126.9808055209992 37.32285455133965, 126.9808365229234 37.31834776640827, 126.9751936567303 37.31832287434349)))"
126,다사53b25a,"Jangan-gu, Suwon-si",2.739,"MULTIPOLYGON (((126.975162317879 37.32282965523891, 126.9751309720509 37.32733643267072, 126.9807745121732 37.32736133280788, 126.9808055209992 37.32285455133965, 126.975162317879 37.32282965523891)))"
127,다사54a15a,"Gwonseon-gu, Suwon-si",3.162,"MULTIPOLYGON (((126.9814242502772 37.23271819491667, 126.9813933791818 37.23722504561891, 126.9870302003638 37.23724959682974, 126.9870607359522 37.23274274214406, 126.9814242502772 37.23271819491667)))"
128,다사54a15b,"Gwonseon-gu, Suwon-si",2.495,"MULTIPOLYGON (((126.9813933791818 37.23722504561891, 126.9813625012151 37.24173189286091, 126.9869996579788 37.24175644805564, 126.9870302003638 37.23724959682974, 126.9813933791818 37.23722504561891)))"
129,다사54a16a,"Gwonseon-gu, Suwon-si",2.364,"MULTIPOLYGON (((126.9813625012151 37.24173189286091, 126.9813316163757 37.24623873664249, 126.9869691087956 37.24626329582158, 126.9869996579788 37.24175644805564, 126.9813625012151 37.24173189286091)))"
130,다사54a16b,"Gwonseon-gu, Suwon-si",0.889,"MULTIPOLYGON (((126.9813316163757 37.24623873664249, 126.9813007246617 37.25074557696352, 126.9869385528128 37.25077014012743, 126.9869691087956 37.24626329582158, 126.9813316163757 37.24623873664249)))"
131,다사54a17a,"Gwonseon-gu, Suwon-si",0.47,"MULTIPOLYGON (((126.9813007246617 37.25074557696352, 126.9812698260717 37.25525241382385, 126.9869079900285 37.25527698097306, 126.9869385528128 37.25077014012743, 126.9813007246617 37.25074557696352)))"
132,다사54a17b,"Gwonseon-gu, Suwon-si",2.853,"MULTIPOLYGON (((126.9812698260717 37.25525241382385, 126.981238920604 37.2597592472233, 126.9868774204413 37.25978381835828, 126.9869079900285 37.25527698097306, 126.9812698260717 37.25525241382385)))"
133,다사54a18a,"Gwonseon-gu, Suwon-si",2.364,"MULTIPOLYGON (((126.981238920604 37.2597592472233, 126.981208008257 37.26426607716173, 126.9868468440496 37.26429065228294, 126.9868774204413 37.25978381835828, 126.981238920604 37.2597592472233)))"
134,다사54a18b,"Gwonseon-gu, Suwon-si",1.825,"MULTIPOLYGON (((126.981208008257 37.26426607716173, 126.9811770890291 37.268772903639, 126.9868162608518 37.26879748274692, 126.9868468440496 37.26429065228294, 126.981208008257 37.26426607716173)))"
135,다사54a19a,"Gwonseon-gu, Suwon-si",2.043,"MULTIPOLYGON (((126.9811770890291 37.268772903639, 126.9811461629187 37.27327972665495, 126.9867856708462 37.27330430975004, 126.9868162608518 37.26879748274692, 126.9811770890291 37.268772903639)))"
136,다사54a19b,"Gwonseon-gu, Suwon-si",1.723,"MULTIPOLYGON (((126.9811461629187 37.27327972665495, 126.9811152299243 37.27778654620942, 126.9867550740314 37.27781113329214, 126.9867856708462 37.27330430975004, 126.9811461629187 37.27327972665495)))"
137,다사54a20a,"Gwonseon-gu, Suwon-si",2.301,"MULTIPOLYGON (((126.9811152299243 37.27778654620942, 126.9810842900441 37.28229336230227, 126.9867244704057 37.2823179533731, 126.9867550740314 37.27781113329214, 126.9811152299243 37.27778654620942)))"
138,다사54a20b,"Paldal-gu, Suwon-si",1.375,"MULTIPOLYGON (((126.9810842900441 37.28229336230227, 126.9810533432765 37.28680017493334, 126.9866938599675 37.28682476999275, 126.9867244704057 37.2823179533731, 126.9810842900441 37.28229336230227)))"
139,다사54a21a,"Paldal-gu, Suwon-si",1.42,"MULTIPOLYGON (((126.9810533432765 37.28680017493334, 126.9810223896201 37.29130698410248, 126.9866632427152 37.29133158315093, 126.9866938599675 37.28682476999275, 126.9810533432765 37.28680017493334)))"
140,다사54a21b,"Jangan-gu, Suwon-si",1.687,"MULTIPOLYGON (((126.9810223896201 37.29130698410248, 126.980991429073 37.29581378980954, 126.9866326186472 37.29583839284749, 126.9866632427152 37.29133158315093, 126.9810223896201 37.29130698410248)))"
141,다사54a22a,"Jangan-gu, Suwon-si",1.536,"MULTIPOLYGON (((126.980991429073 37.29581378980954, 126.9809604616339 37.30032059205436, 126.986601987762 37.30034519908228, 126.9866326186472 37.29583839284749, 126.980991429073 37.29581378980954)))"
142,다사54a22b,"Jangan-gu, Suwon-si",1.742,"MULTIPOLYGON (((126.9809604616339 37.30032059205436, 126.980929487301 37.3048273908368, 126.986571350058 37.30485200185517, 126.986601987762 37.30034519908228, 126.9809604616339 37.30032059205436)))"
143,다사54a23a,"Jangan-gu, Suwon-si",1.288,"MULTIPOLYGON (((126.980929487301 37.3048273908368, 126.9808985060726 37.3093341861567, 126.9865407055334 37.30935880116598, 126.986571350058 37.30485200185517, 126.980929487301 37.3048273908368)))"
144,다사54a23b,"Jangan-gu, Suwon-si",0.722,"MULTIPOLYGON (((126.9808985060726 37.3093341861567, 126.9808675179473 37.31384097801391, 126.9865100541869 37.31386559701459, 126.9865407055334 37.30935880116598, 126.9808985060726 37.3093341861567)))"
145,다사54a24a,"Jangan-gu, Suwon-si",1.529,"MULTIPOLYGON (((126.9808675179473 37.31384097801391, 126.9808365229234 37.31834776640827, 126.9864793960167 37.31837238940081, 126.9865100541869 37.31386559701459, 126.9808675179473 37.31384097801391)))"
146,다사54a24b,"Jangan-gu, Suwon-si",4.643,"MULTIPOLYGON (((126.9808365229234 37.31834776640827, 126.9808055209992 37.32285455133965, 126.9864487310212 37.32287917832451, 126.9864793960167 37.31837238940081, 126.9808365229234 37.31834776640827)))"
147,다사54a25a,"Jangan-gu, Suwon-si",2.562,"MULTIPOLYGON (((126.9808055209992 37.32285455133965, 126.9807745121732 37.32736133280788, 126.9864180591989 37.32738596378554, 126.9864487310212 37.32287917832451, 126.9808055209992 37.32285455133965)))"
148,다사54b15a,"Gwonseon-gu, Suwon-si",2.636,"MULTIPOLYGON (((126.9870607359522 37.23274274214406, 126.9870302003638 37.23724959682974, 126.9926670283423 37.23727387975166, 126.9926972284221 37.23276702112609, 126.9870607359522 37.23274274214406)))"
149,다사54b15b,"Gwonseon-gu, Suwon-si",1.966,"MULTIPOLYGON (((126.9870302003638 37.23724959682974, 126.9869996579788 37.24175644805564, 126.9926368215406 37.24178073491792, 126.9926670283423 37.23727387975166, 126.9870302003638 37.23724959682974)))"
150,다사54b16a,"Gwonseon-gu, Suwon-si",1.91,"MULTIPOLYGON (((126.9869996579788 37.24175644805564, 126.9869691087956 37.24626329582158, 126.9926066080154 37.2462875866247, 126.9926368215406 37.24178073491792, 126.9869996579788 37.24175644805564)))"
151,다사54b16b,"Gwonseon-gu, Suwon-si",0.699,"MULTIPOLYGON (((126.9869691087956 37.24626329582158, 126.9869385528128 37.25077014012743, 126.9925763877651 37.25079443487184, 126.9926066080154 37.2462875866247, 126.9869691087956 37.24626329582158)))"
152,다사54b17a,"Gwonseon-gu, Suwon-si",0.636,"MULTIPOLYGON (((126.9869385528128 37.25077014012743, 126.9869079900285 37.25527698097306, 126.9925461607882 37.25530127965922, 126.9925763877651 37.25079443487184, 126.9869385528128 37.25077014012743)))"
153,다사54b17b,"Gwonseon-gu, Suwon-si",0.884,"MULTIPOLYGON (((126.9869079900285 37.25527698097306, 126.9868774204413 37.25978381835828, 126.9925159270832 37.25980812098663, 126.9925461607882 37.25530127965922, 126.9869079900285 37.25527698097306)))"
154,다사54b18a,"Gwonseon-gu, Suwon-si",2.179,"MULTIPOLYGON (((126.9868774204413 37.25978381835828, 126.9868468440496 37.26429065228294, 126.9924856866483 37.26431495885399, 126.9925159270832 37.25980812098663, 126.9868774204413 37.25978381835828)))"
155,다사54b18b,"Gwonseon-gu, Suwon-si",1.63,"MULTIPOLYGON (((126.9868468440496 37.26429065228294, 126.9868162608518 37.26879748274692, 126.9924554394821 37.2688217932611, 126.9924856866483 37.26431495885399, 126.9868468440496 37.26429065228294)))"
156,다사54b19a,"Gwonseon-gu, Suwon-si",1.639,"MULTIPOLYGON (((126.9868162608518 37.26879748274692, 126.9867856708462 37.27330430975004, 126.992425185583 37.27332862420781, 126.9924554394821 37.2688217932611, 126.9868162608518 37.26879748274692)))"
157,다사54b19b,"Gwonseon-gu, Suwon-si",2.092,"MULTIPOLYGON (((126.9867856708462 37.27330430975004, 126.9867550740314 37.27781113329214, 126.9923949249494 37.277835451694, 126.992425185583 37.27332862420781, 126.9867856708462 37.27330430975004)))"
158,다사54b20a,"Paldal-gu, Suwon-si",1.965,"MULTIPOLYGON (((126.9867550740314 37.27781113329214, 126.9867244704057 37.2823179533731, 126.9923646575798 37.28234227571947, 126.9923949249494 37.277835451694, 126.9867550740314 37.27781113329214)))"
159,다사54b20b,"Paldal-gu, Suwon-si",0.655,"MULTIPOLYGON (((126.9867244704057 37.2823179533731, 126.9866938599675 37.28682476999275, 126.9923343834725 37.2868490962841, 126.9923646575798 37.28234227571947, 126.9867244704057 37.2823179533731)))"
160,다사54b21a,"Jangan-gu, Suwon-si",1.146,"MULTIPOLYGON (((126.9866938599675 37.28682476999275, 126.9866632427152 37.29133158315093, 126.992304102626 37.29135591338773, 126.9923343834725 37.2868490962841, 126.9866938599675 37.28682476999275)))"
161,다사54b21b,"Jangan-gu, Suwon-si",1.24,"MULTIPOLYGON (((126.9866632427152 37.29133158315093, 126.9866326186472 37.29583839284749, 126.9922738150387 37.29586272703022, 126.992304102626 37.29135591338773, 126.9866632427152 37.29133158315093)))"
162,다사54b22a,"Jangan-gu, Suwon-si",1.263,"MULTIPOLYGON (((126.9866326186472 37.29583839284749, 126.986601987762 37.30034519908228, 126.992243520709 37.3003695372114, 126.9922738150387 37.29586272703022, 126.9866326186472 37.29583839284749)))"
163,다사54b22b,"Jangan-gu, Suwon-si",1.124,"MULTIPOLYGON (((126.986601987762 37.30034519908228, 126.986571350058 37.30485200185517, 126.9922132196355 37.30487634393113, 126.992243520709 37.3003695372114, 126.986601987762 37.30034519908228)))"
164,다사54b23a,"Jangan-gu, Suwon-si",0.467,"MULTIPOLYGON (((126.986571350058 37.30485200185517, 126.9865407055334 37.30935880116598, 126.9921829118163 37.30938314718925, 126.9922132196355 37.30487634393113, 126.986571350058 37.30485200185517)))"
165,다사54b23b,"Jangan-gu, Suwon-si",0.352,"MULTIPOLYGON (((126.9865407055334 37.30935880116598, 126.9865100541869 37.31386559701459, 126.9921525972501 37.31388994698563, 126.9921829118163 37.30938314718925, 126.9865407055334 37.30935880116598)))"
166,다사54b24a,"Jangan-gu, Suwon-si",0.917,"MULTIPOLYGON (((126.9865100541869 37.31386559701459, 126.9864793960167 37.31837238940081, 126.9921222759352 37.31839674332009, 126.9921525972501 37.31388994698563, 126.9865100541869 37.31386559701459)))"
167,다사54b24b,"Jangan-gu, Suwon-si",1.583,"MULTIPOLYGON (((126.9864793960167 37.31837238940081, 126.9864487310212 37.32287917832451, 126.9920919478701 37.32290353619248, 126.9921222759352 37.31839674332009, 126.9864793960167 37.31837238940081)))"
168,다사54b25a,"Jangan-gu, Suwon-si",3.964,"MULTIPOLYGON (((126.9864487310212 37.32287917832451, 126.9864180591989 37.32738596378554, 126.9920616130531 37.32741032560268, 126.9920919478701 37.32290353619248, 126.9864487310212 37.32287917832451)))"
169,다사54b25b,"Jangan-gu, Suwon-si",6.479,"MULTIPOLYGON (((126.9864180591989 37.32738596378554, 126.9863873805482 37.33189274578375, 126.9920312714827 37.33191711155051, 126.9920616130531 37.32741032560268, 126.9864180591989 37.32738596378554)))"
170,다사55a14b,"Gwonseon-gu, Suwon-si",3.235,"MULTIPOLYGON (((126.9927274217816 37.22826015904134, 126.9926972284221 37.23276702112609, 126.9983337276125 37.23279103186174, 126.9983635855365 37.22828416588108, 126.9927274217816 37.22826015904134)))"
171,다사55a15a,"Gwonseon-gu, Suwon-si",3.357,"MULTIPOLYGON (((126.9926972284221 37.23276702112609, 126.9926670283423 37.23727387975166, 126.9983038630428 37.2372978943837, 126.9983337276125 37.23279103186174, 126.9926972284221 37.23276702112609)))"
172,다사55a15b,"Gwonseon-gu, Suwon-si",6.116,"MULTIPOLYGON (((126.9926670283423 37.23727387975166, 126.9926368215406 37.24178073491792, 126.9982739918259 37.24180475344679, 126.9983038630428 37.2372978943837, 126.9926670283423 37.23727387975166)))"
173,다사55a16a,"Gwonseon-gu, Suwon-si",1.511,"MULTIPOLYGON (((126.9926368215406 37.24178073491792, 126.9926066080154 37.2462875866247, 126.9982441139602 37.24631160905085, 126.9982739918259 37.24180475344679, 126.9926368215406 37.24178073491792)))"
174,다사55a16b,"Gwonseon-gu, Suwon-si",1.176,"MULTIPOLYGON (((126.9926066080154 37.2462875866247, 126.9925763877651 37.25079443487184, 126.9982142294441 37.25081846119574, 126.9982441139602 37.24631160905085, 126.9926066080154 37.2462875866247)))"
175,다사55a17a,"Gwonseon-gu, Suwon-si",1.084,"MULTIPOLYGON (((126.9925763877651 37.25079443487184, 126.9925461607882 37.25530127965922, 126.9981843382762 37.25532530988131, 126.9982142294441 37.25081846119574, 126.9925763877651 37.25079443487184)))"
176,다사55a17b,"Gwonseon-gu, Suwon-si",1.222,"MULTIPOLYGON (((126.9925461607882 37.25530127965922, 126.9925159270832 37.25980812098663, 126.9981544404548 37.2598321551074, 126.9981843382762 37.25532530988131, 126.9925461607882 37.25530127965922)))"
177,다사55a18a,"Gwonseon-gu, Suwon-si",1.525,"MULTIPOLYGON (((126.9925159270832 37.25980812098663, 126.9924856866483 37.26431495885399, 126.9981245359784 37.26433899687385, 126.9981544404548 37.2598321551074, 126.9925159270832 37.25980812098663)))"
178,다사55a18b,"Gwonseon-gu, Suwon-si",1.267,"MULTIPOLYGON (((126.9924856866483 37.26431495885399, 126.9924554394821 37.2688217932611, 126.9980946248454 37.26884583518055, 126.9981245359784 37.26433899687385, 126.9924856866483 37.26431495885399)))"
179,다사55a19a,"Gwonseon-gu, Suwon-si",1.743,"MULTIPOLYGON (((126.9924554394821 37.2688217932611, 126.992425185583 37.27332862420781, 126.9980647070543 37.27335267002729, 126.9980946248454 37.26884583518055, 126.9924554394821 37.2688217932611)))"
180,다사55a19b,"Paldal-gu, Suwon-si",1.328,"MULTIPOLYGON (((126.992425185583 37.27332862420781, 126.9923949249494 37.277835451694, 126.9980347826035 37.27785950141396, 126.9980647070543 37.27335267002729, 126.992425185583 37.27332862420781)))"
181,다사55a20a,"Paldal-gu, Suwon-si",0.945,"MULTIPOLYGON (((126.9923949249494 37.277835451694, 126.9923646575798 37.28234227571947, 126.9980048514915 37.2823663293404, 126.9980347826035 37.27785950141396, 126.9923949249494 37.277835451694)))"
182,다사55a20b,"Paldal-gu, Suwon-si",0.708,"MULTIPOLYGON (((126.9923646575798 37.28234227571947, 126.9923343834725 37.2868490962841, 126.9979749137167 37.28687315380643, 126.9980048514915 37.2823663293404, 126.9923646575798 37.28234227571947)))"
183,다사55a21a,"Jangan-gu, Suwon-si",0.659,"MULTIPOLYGON (((126.9923343834725 37.2868490962841, 126.992304102626 37.29135591338773, 126.9979449692776 37.29137997481192, 126.9979749137167 37.28687315380643, 126.9923343834725 37.2868490962841)))"
184,다사55a21b,"Jangan-gu, Suwon-si",0.889,"MULTIPOLYGON (((126.992304102626 37.29135591338773, 126.9922738150387 37.29586272703022, 126.9979150181725 37.29588679235673, 126.9979449692776 37.29137997481192, 126.992304102626 37.29135591338773)))"
185,다사55a22a,"Jangan-gu, Suwon-si",0.728,"MULTIPOLYGON (((126.9922738150387 37.29586272703022, 126.992243520709 37.3003695372114, 126.9978850604 37.30039360644069, 126.9979150181725 37.29588679235673, 126.9922738150387 37.29586272703022)))"
186,다사55a22b,"Jangan-gu, Suwon-si",0.995,"MULTIPOLYGON (((126.992243520709 37.3003695372114, 126.9922132196355 37.30487634393113, 126.9978550959584 37.30490041706366, 126.9978850604 37.30039360644069, 126.992243520709 37.3003695372114)))"
187,다사55a23a,"Jangan-gu, Suwon-si",1.24,"MULTIPOLYGON (((126.9922132196355 37.30487634393113, 126.9921829118163 37.30938314718925, 126.9978251248463 37.30940722422549, 126.9978550959584 37.30490041706366, 126.9922132196355 37.30487634393113)))"
188,다사55a23b,"Jangan-gu, Suwon-si",1.032,"MULTIPOLYGON (((126.9921829118163 37.30938314718925, 126.9921525972501 37.31388994698563, 126.997795147062 37.31391402792602, 126.9978251248463 37.30940722422549, 126.9921829118163 37.30938314718925)))"
189,다사55a24a,"Jangan-gu, Suwon-si",10.154,"MULTIPOLYGON (((126.9921525972501 37.31388994698563, 126.9921222759352 37.31839674332009, 126.9977651626041 37.3184208281651, 126.997795147062 37.31391402792602, 126.9921525972501 37.31388994698563)))"
190,다사55a24b,"Jangan-gu, Suwon-si",1.867,"MULTIPOLYGON (((126.9921222759352 37.31839674332009, 126.9920919478701 37.32290353619248, 126.9977351714708 37.32292762494257, 126.9977651626041 37.3184208281651, 126.9921222759352 37.31839674332009)))"
191,다사55a25a,"Jangan-gu, Suwon-si",2.279,"MULTIPOLYGON (((126.9920919478701 37.32290353619248, 126.9920616130531 37.32741032560268, 126.9977051736607 37.3274344182583, 126.9977351714708 37.32292762494257, 126.9920919478701 37.32290353619248)))"
192,다사55a25b,"Jangan-gu, Suwon-si",2.726,"MULTIPOLYGON (((126.9920616130531 37.32741032560268, 126.9920312714827 37.33191711155051, 126.9976751691722 37.33194120811213, 126.9977051736607 37.3274344182583, 126.9920616130531 37.32741032560268)))"
193,다사55a26a,"Jangan-gu, Suwon-si",4.128,"MULTIPOLYGON (((126.9920312714827 37.33191711155051, 126.9920009231573 37.33642389403584, 126.9976451580038 37.33644799450392, 126.9976751691722 37.33194120811213, 126.9920312714827 37.33191711155051)))"
194,다사55b14b,"Gwonseon-gu, Suwon-si",4.2,"MULTIPOLYGON (((126.9983635855365 37.22828416588108, 126.9983337276125 37.23279103186174, 127.0039702334485 37.23281477435004, 127.0039997559354 37.22830790451698, 126.9983635855365 37.22828416588108)))"
195,다사55b15a,"Gwonseon-gu, Suwon-si",4.225,"MULTIPOLYGON (((126.9983337276125 37.23279103186174, 126.9983038630428 37.2372978943837, 127.0039407043905 37.23732164072484, 127.0039702334485 37.23281477435004, 126.9983337276125 37.23279103186174)))"
196,다사55b15b,"Gwonseon-gu, Suwon-si",6.103,"MULTIPOLYGON (((126.9983038630428 37.2372978943837, 126.9982739918259 37.24180475344679, 127.00391116876 37.24182850364122, 127.0039407043905 37.23732164072484, 126.9983038630428 37.2372978943837)))"
197,다사55b16a,"Gwonseon-gu, Suwon-si",2.009,"MULTIPOLYGON (((126.9982739918259 37.24180475344679, 126.9982441139602 37.24631160905085, 127.0038816265553 37.24633536309904, 127.00391116876 37.24182850364122, 126.9982739918259 37.24180475344679)))"
198,다사55b16b,"Gwonseon-gu, Suwon-si",2.464,"MULTIPOLYGON (((126.9982441139602 37.24631160905085, 126.9982142294441 37.25081846119574, 127.0038520777751 37.25084221909812, 127.0038816265553 37.24633536309904, 126.9982441139602 37.24631160905085)))"
199,다사55b17a,"Gwonseon-gu, Suwon-si",2.275,"MULTIPOLYGON (((126.9982142294441 37.25081846119574, 126.9981843382762 37.25532530988131, 127.0038225224176 37.25534907163836, 127.0038520777751 37.25084221909812, 126.9982142294441 37.25081846119574)))"
200,다사55b17b,"Gwonseon-gu, Suwon-si",2.307,"MULTIPOLYGON (((126.9981843382762 37.25532530988131, 126.9981544404548 37.2598321551074, 127.0037929604814 37.25985592071955, 127.0038225224176 37.25534907163836, 126.9981843382762 37.25532530988131)))"
201,다사55b18a,"Gwonseon-gu, Suwon-si",1.636,"MULTIPOLYGON (((126.9981544404548 37.2598321551074, 126.9981245359784 37.26433899687385, 127.003763391965 37.26436276634158, 127.0037929604814 37.25985592071955, 126.9981544404548 37.2598321551074)))"
202,다사55b18b,"Paldal-gu, Suwon-si",0.916,"MULTIPOLYGON (((126.9981245359784 37.26433899687385, 126.9980946248454 37.26884583518055, 127.0037338168668 37.26886960850427, 127.003763391965 37.26436276634158, 126.9981245359784 37.26433899687385)))"
203,다사55b19a,"Paldal-gu, Suwon-si",0.297,"MULTIPOLYGON (((126.9980946248454 37.26884583518055, 126.9980647070543 37.27335267002729, 127.0037042351852 37.27337644720748, 127.0037338168668 37.26886960850427, 126.9980946248454 37.26884583518055)))"
204,다사55b19b,"Paldal-gu, Suwon-si",0.408,"MULTIPOLYGON (((126.9980647070543 37.27335267002729, 126.9980347826035 37.27785950141396, 127.0036746469188 37.27788328245106, 127.0037042351852 37.27337644720748, 126.9980647070543 37.27335267002729)))"
205,다사55b20a,"Paldal-gu, Suwon-si",1.154,"MULTIPOLYGON (((126.9980347826035 37.27785950141396, 126.9980048514915 37.2823663293404, 127.003645052066 37.28239011423485, 127.0036746469188 37.27788328245106, 126.9980347826035 37.27785950141396)))"
206,다사55b20b,"Paldal-gu, Suwon-si",1.609,"MULTIPOLYGON (((126.9980048514915 37.2823663293404, 126.9979749137167 37.28687315380643, 127.0036154506253 37.28689694255873, 127.003645052066 37.28239011423485, 126.9980048514915 37.2823663293404)))"
