,gid,sgg_nm_e,value,geometry
315,다사57b24a,"Jangan-gu, Suwon-si",3.788,"MULTIPOLYGON (((127.0203654122971 37.31400766136139, 127.0203367752821 37.31851447678274, 127.0259796945774 37.31853721624172, 127.0260079947278 37.31403039713386, 127.0203654122971 37.31400766136139)))"
316,다사57b24b,"Jangan-gu, Suwon-si",4.286,"MULTIPOLYGON (((127.0203367752821 37.31851447678274, 127.0203081318919 37.32302128874426, 127.0259513881267 37.3230440318902, 127.0259796945774 37.31853721624172, 127.0203367752821 37.31851447678274)))"
317,다사57b25a,"Jangan-gu, Suwon-si",5.432,"MULTIPOLYGON (((127.0203081318919 37.32302128874426, 127.0202794821248 37.32752809724585, 127.0259230753742 37.32755084407914, 127.0259513881267 37.3230440318902, 127.0203081318919 37.32302128874426)))"
318,다사57b25b,"Jangan-gu, Suwon-si",5.901,"MULTIPOLYGON (((127.0202794821248 37.32752809724585, 127.0202508259795 37.33203490228728, 127.0258947563184 37.33205765280842, 127.0259230753742 37.32755084407914, 127.0202794821248 37.32752809724585)))"
319,다사57b26a,"Jangan-gu, Suwon-si",6.761,"MULTIPOLYGON (((127.0202508259795 37.33203490228728, 127.0202221634543 37.33654170386848, 127.0258664309578 37.33656445807787, 127.0258947563184 37.33205765280842, 127.0202508259795 37.33203490228728)))"
320,다사57b26b,"Jangan-gu, Suwon-si",6.807,"MULTIPOLYGON (((127.0202221634543 37.33654170386848, 127.0201934945479 37.34104850198924, 127.025838099291 37.34107125988732, 127.0258664309578 37.33656445807787, 127.0202221634543 37.33654170386848)))"
321,다사57b27a,"Jangan-gu, Suwon-si",7.41,"MULTIPOLYGON (((127.0201934945479 37.34104850198924, 127.0201648192587 37.34555529664947, 127.0258097613166 37.34557805823665, 127.025838099291 37.34107125988732, 127.0201934945479 37.34104850198924)))"
322,다사57b27b,"Jangan-gu, Suwon-si",11.36,"MULTIPOLYGON (((127.0201648192587 37.34555529664947, 127.0201361375852 37.35006208784895, 127.0257814170329 37.35008485312569, 127.0258097613166 37.34557805823665, 127.0201648192587 37.34555529664947)))"
323,다사58a15a,"Gwonseon-gu, Suwon-si",2.135,"MULTIPOLYGON (((127.0265163217564 37.23290706181023, 127.0264881347604 37.23741394316114, 127.0321250082242 37.23743634803338, 127.032152859701 37.23292946304727, 127.0265163217564 37.23290706181023)))"
324,다사58a15b,"Gwonseon-gu, Suwon-si",1.654,"MULTIPOLYGON (((127.0264881347604 37.23741394316114, 127.0264599414905 37.24192082105537, 127.0320971505482 37.24194322956325, 127.0321250082242 37.23743634803338, 127.0264881347604 37.23741394316114)))"
325,다사58a16a,"Gwonseon-gu, Suwon-si",1.547,"MULTIPOLYGON (((127.0264599414905 37.24192082105537, 127.0264317419452 37.2464276954928, 127.0320692866715 37.24645010763673, 127.0320971505482 37.24194322956325, 127.0264599414905 37.24192082105537)))"
326,다사58a16b,"Gwonseon-gu, Suwon-si",0.497,"MULTIPOLYGON (((127.0264317419452 37.2464276954928, 127.0264035361232 37.25093456647326, 127.0320414165927 37.25095698225368, 127.0320692866715 37.24645010763673, 127.0264317419452 37.2464276954928)))"
327,다사58a17a,"Gwonseon-gu, Suwon-si",0.224,"MULTIPOLYGON (((127.0264035361232 37.25093456647326, 127.0263753240229 37.25544143399662, 127.0320135403104 37.25546385341395, 127.0320414165927 37.25095698225368, 127.0264035361232 37.25093456647326)))"
328,다사58a17b,"Gwonseon-gu, Suwon-si",0.766,"MULTIPOLYGON (((127.0263753240229 37.25544143399662, 127.0263471056428 37.25994829806271, 127.0319856578231 37.25997072111738, 127.0320135403104 37.25546385341395, 127.0263753240229 37.25544143399662)))"
329,다사58a18a,"Gwonseon-gu, Suwon-si",0.551,"MULTIPOLYGON (((127.0263471056428 37.25994829806271, 127.0263188809816 37.26445515867137, 127.0319577691293 37.2644775853638, 127.0319856578231 37.25997072111738, 127.0263471056428 37.25994829806271)))"
330,다사58a18b,"Paldal-gu, Suwon-si",1.09,"MULTIPOLYGON (((127.0263188809816 37.26445515867137, 127.0262906500376 37.26896201582247, 127.0319298742277 37.26898444615309, 127.0319577691293 37.2644775853638, 127.0263188809816 37.26445515867137)))"
331,다사58a19a,"Paldal-gu, Suwon-si",0.642,"MULTIPOLYGON (((127.0262906500376 37.26896201582247, 127.0262624128095 37.27346886951584, 127.0319019731167 37.27349130348507, 127.0319298742277 37.26898444615309, 127.0262906500376 37.26896201582247)))"
332,다사58a19b,"Paldal-gu, Suwon-si",0.388,"MULTIPOLYGON (((127.0262624128095 37.27346886951584, 127.0262341692958 37.27797571975135, 127.0318740657949 37.27799815735963, 127.0319019731167 37.27349130348507, 127.0262624128095 37.27346886951584)))"
333,다사58a20a,"Paldal-gu, Suwon-si",0.217,"MULTIPOLYGON (((127.0262341692958 37.27797571975135, 127.0262059194951 37.28248256652883, 127.0318461522608 37.28250500777658, 127.0318740657949 37.27799815735963, 127.0262341692958 37.27797571975135)))"
334,다사58a20b,"Paldal-gu, Suwon-si",0.612,"MULTIPOLYGON (((127.0262059194951 37.28248256652883, 127.0261776634057 37.28698940984814, 127.0318182325131 37.28701185473579, 127.0318461522608 37.28250500777658, 127.0262059194951 37.28248256652883)))"
335,다사58a21a,"Paldal-gu, Suwon-si",0.982,"MULTIPOLYGON (((127.0261776634057 37.28698940984814, 127.0261494010264 37.29149624970912, 127.0317903065502 37.29151869823709, 127.0318182325131 37.28701185473579, 127.0261776634057 37.28698940984814)))"
336,다사58a21b,"Jangan-gu, Suwon-si",0.843,"MULTIPOLYGON (((127.0261494010264 37.29149624970912, 127.0261211323555 37.29600308611163, 127.0317623743707 37.29602553828035, 127.0317903065502 37.29151869823709, 127.0261494010264 37.29149624970912)))"
337,다사58a22a,"Jangan-gu, Suwon-si",1.391,"MULTIPOLYGON (((127.0261211323555 37.29600308611163, 127.0260928573917 37.30050991905549, 127.0317344359731 37.30053237486541, 127.0317623743707 37.29602553828035, 127.0261211323555 37.29600308611163)))"
338,다사58a22b,"Jangan-gu, Suwon-si",1.846,"MULTIPOLYGON (((127.0260928573917 37.30050991905549, 127.0260645761335 37.3050167485406, 127.031706491356 37.30503920799212, 127.0317344359731 37.30053237486541, 127.0260928573917 37.30050991905549)))"
339,다사58a23a,"Jangan-gu, Suwon-si",2.399,"MULTIPOLYGON (((127.0260645761335 37.3050167485406, 127.0260362885793 37.30952357456677, 127.0316785405179 37.30954603766033, 127.031706491356 37.30503920799212, 127.0260645761335 37.3050167485406)))"
340,다사58a23b,"Jangan-gu, Suwon-si",2.912,"MULTIPOLYGON (((127.0260362885793 37.30952357456677, 127.0260079947278 37.31403039713386, 127.0316505834574 37.31405286386989, 127.0316785405179 37.30954603766033, 127.0260362885793 37.30952357456677)))"
341,다사58a24a,"Jangan-gu, Suwon-si",4.089,"MULTIPOLYGON (((127.0260079947278 37.31403039713386, 127.0259796945774 37.31853721624172, 127.031622620173 37.31855968662063, 127.0316505834574 37.31405286386989, 127.0260079947278 37.31403039713386)))"
342,다사58a24b,"Jangan-gu, Suwon-si",4.631,"MULTIPOLYGON (((127.0259796945774 37.31853721624172, 127.0259513881267 37.3230440318902, 127.0315946506633 37.32306650591244, 127.031622620173 37.31855968662063, 127.0259796945774 37.31853721624172)))"
343,다사58a25a,"Jangan-gu, Suwon-si",5.204,"MULTIPOLYGON (((127.0259513881267 37.3230440318902, 127.0259230753742 37.32755084407914, 127.0315666749268 37.32757332174514, 127.0315946506633 37.32306650591244, 127.0259513881267 37.3230440318902)))"
344,다사58a25b,"Jangan-gu, Suwon-si",5.483,"MULTIPOLYGON (((127.0259230753742 37.32755084407914, 127.0258947563184 37.33205765280842, 127.031538692962 37.33208013411859, 127.0315666749268 37.32757332174514, 127.0259230753742 37.32755084407914)))"
345,다사58a26a,"Jangan-gu, Suwon-si",5.982,"MULTIPOLYGON (((127.0258947563184 37.33205765280842, 127.0258664309578 37.33656445807787, 127.0315107047676 37.33658694303264, 127.031538692962 37.33208013411859, 127.0258947563184 37.33205765280842)))"
346,다사58a26b,"Jangan-gu, Suwon-si",7.254,"MULTIPOLYGON (((127.0258664309578 37.33656445807787, 127.025838099291 37.34107125988732, 127.0314827103419 37.34109374848713, 127.0315107047676 37.33658694303264, 127.0258664309578 37.33656445807787)))"
347,다사58a27a,"Jangan-gu, Suwon-si",7.509,"MULTIPOLYGON (((127.025838099291 37.34107125988732, 127.0258097613166 37.34557805823665, 127.0314547096836 37.34560055048193, 127.0314827103419 37.34109374848713, 127.025838099291 37.34107125988732)))"
348,다사58b15b,"Gwonseon-gu, Suwon-si",3.511,"MULTIPOLYGON (((127.0321250082242 37.23743634803338, 127.0320971505482 37.24194322956325, 127.0377343658065 37.24196536973101, 127.0377618878872 37.23745848460905, 127.0321250082242 37.23743634803338)))"
349,다사58b16a,"Gwonseon-gu, Suwon-si",1.842,"MULTIPOLYGON (((127.0320971505482 37.24194322956325, 127.0320692866715 37.24645010763673, 127.0377068375999 37.24647225139701, 127.0377343658065 37.24196536973101, 127.0320971505482 37.24194322956325)))"
350,다사58b16b,"Gwonseon-gu, Suwon-si",1.463,"MULTIPOLYGON (((127.0320692866715 37.24645010763673, 127.0320414165927 37.25095698225368, 127.0376793032658 37.2509791296069, 127.0377068375999 37.24647225139701, 127.0320692866715 37.24645010763673)))"
351,다사58b17a,"Gwonseon-gu, Suwon-si",0.65,"MULTIPOLYGON (((127.0320414165927 37.25095698225368, 127.0320135403104 37.25546385341395, 127.037651762803 37.25548600436052, 127.0376793032658 37.2509791296069, 127.0320414165927 37.25095698225368)))"
352,다사58b17b,"Paldal-gu, Suwon-si",1.119,"MULTIPOLYGON (((127.0320135403104 37.25546385341395, 127.0319856578231 37.25997072111738, 127.0376242162098 37.25999287565772, 127.037651762803 37.25548600436052, 127.0320135403104 37.25546385341395)))"
353,다사58b18a,"Paldal-gu, Suwon-si",0.951,"MULTIPOLYGON (((127.0319856578231 37.25997072111738, 127.0319577691293 37.2644775853638, 127.037596663485 37.26449974349836, 127.0376242162098 37.25999287565772, 127.0319856578231 37.25997072111738)))"
354,다사58b18b,"Yeongtong-gu, Suwon-si",0.692,"MULTIPOLYGON (((127.0319577691293 37.2644775853638, 127.0319298742277 37.26898444615309, 127.0375691046271 37.26900660788227, 127.037596663485 37.26449974349836, 127.0319577691293 37.2644775853638)))"
355,다사58b19a,"Paldal-gu, Suwon-si",1.161,"MULTIPOLYGON (((127.0319298742277 37.26898444615309, 127.0319019731167 37.27349130348507, 127.0375415396346 37.27351346880931, 127.0375691046271 37.26900660788227, 127.0319298742277 37.26898444615309)))"
356,다사58b19b,"Paldal-gu, Suwon-si",0.416,"MULTIPOLYGON (((127.0319019731167 37.27349130348507, 127.0318740657949 37.27799815735963, 127.0375139685062 37.27802032627933, 127.0375415396346 37.27351346880931, 127.0319019731167 37.27349130348507)))"
357,다사58b20a,"Paldal-gu, Suwon-si",1.835,"MULTIPOLYGON (((127.0318740657949 37.27799815735963, 127.0318461522608 37.28250500777658, 127.0374863912403 37.28252718029217, 127.0375139685062 37.27802032627933, 127.0318740657949 37.27799815735963)))"
358,다사58b20b,"Paldal-gu, Suwon-si",1.398,"MULTIPOLYGON (((127.0318461522608 37.28250500777658, 127.0318182325131 37.28701185473579, 127.0374588078356 37.28703403084769, 127.0374863912403 37.28252718029217, 127.0318461522608 37.28250500777658)))"
359,다사58b21a,"Paldal-gu, Suwon-si",1.555,"MULTIPOLYGON (((127.0318182325131 37.28701185473579, 127.0317903065502 37.29151869823709, 127.0374312182906 37.29154087794573, 127.0374588078356 37.28703403084769, 127.0318182325131 37.28701185473579)))"
360,다사58b21b,"Yeongtong-gu, Suwon-si",0.189,"MULTIPOLYGON (((127.0317903065502 37.29151869823709, 127.0317623743707 37.29602553828035, 127.0374036226038 37.29604772158615, 127.0374312182906 37.29154087794573, 127.0317903065502 37.29151869823709)))"
361,다사58b22a,"Yeongtong-gu, Suwon-si",2.326,"MULTIPOLYGON (((127.0317623743707 37.29602553828035, 127.0317344359731 37.30053237486541, 127.0373760207739 37.30055456176879, 127.0374036226038 37.29604772158615, 127.0317623743707 37.29602553828035)))"
362,다사58b22b,"Yeongtong-gu, Suwon-si",1.865,"MULTIPOLYGON (((127.0317344359731 37.30053237486541, 127.031706491356 37.30503920799212, 127.0373484127994 37.30506139849349, 127.0373760207739 37.30055456176879, 127.0317344359731 37.30053237486541)))"
363,다사58b23a,"Yeongtong-gu, Suwon-si",3.621,"MULTIPOLYGON (((127.031706491356 37.30503920799212, 127.0316785405179 37.30954603766033, 127.0373207986789 37.30956823176013, 127.0373484127994 37.30506139849349, 127.031706491356 37.30503920799212)))"
364,다사58b23b,"Yeongtong-gu, Suwon-si",11.13,"MULTIPOLYGON (((127.0316785405179 37.30954603766033, 127.0316505834574 37.31405286386989, 127.0372931784109 37.31407506156854, 127.0373207986789 37.30956823176013, 127.0316785405179 37.30954603766033)))"
365,다사58b24a,"Jangan-gu, Suwon-si",11.272,"MULTIPOLYGON (((127.0316505834574 37.31405286386989, 127.031622620173 37.31855968662063, 127.037265551994 37.31858188791857, 127.0372931784109 37.31407506156854, 127.0316505834574 37.31405286386989)))"
366,다사58b24b,"Jangan-gu, Suwon-si",5.269,"MULTIPOLYGON (((127.031622620173 37.31855968662063, 127.0315946506633 37.32306650591244, 127.0372379194267 37.32308871081007, 127.037265551994 37.31858188791857, 127.031622620173 37.31855968662063)))"
367,다사58b25a,"Jangan-gu, Suwon-si",5.683,"MULTIPOLYGON (((127.0315946506633 37.32306650591244, 127.0315666749268 37.32757332174514, 127.0372102807077 37.32759553024288, 127.0372379194267 37.32308871081007, 127.0315946506633 37.32306650591244)))"
368,다사58b25b,"Jangan-gu, Suwon-si",5.889,"MULTIPOLYGON (((127.0315666749268 37.32757332174514, 127.031538692962 37.33208013411859, 127.0371826358354 37.33210234621689, 127.0372102807077 37.32759553024288, 127.0315666749268 37.32757332174514)))"
369,다사58b26a,"Jangan-gu, Suwon-si",5.651,"MULTIPOLYGON (((127.031538692962 37.33208013411859, 127.0315107047676 37.33658694303264, 127.0371549848085 37.3366091587319, 127.0371826358354 37.33210234621689, 127.031538692962 37.33208013411859)))"
370,다사59a15b,"Yeongtong-gu, Suwon-si",2.761,"MULTIPOLYGON (((127.0377618878872 37.23745848460905, 127.0377343658065 37.24196536973101, 127.0433715871909 37.24198724155773, 127.0433987736748 37.23748035288719, 127.0377618878872 37.23745848460905)))"
371,다사59a16a,"Yeongtong-gu, Suwon-si",1.735,"MULTIPOLYGON (((127.0377343658065 37.24196536973101, 127.0377068375999 37.24647225139701, 127.0433443946556 37.24649412677271, 127.0433715871909 37.24198724155773, 127.0377343658065 37.24196536973101)))"
372,다사59a16b,"Gwonseon-gu, Suwon-si",1.902,"MULTIPOLYGON (((127.0377068375999 37.24647225139701, 127.0376793032658 37.2509791296069, 127.0433171960677 37.25100100853199, 127.0433443946556 37.24649412677271, 127.0377068375999 37.24647225139701)))"
373,다사59a17a,"Yeongtong-gu, Suwon-si",1.317,"MULTIPOLYGON (((127.0376793032658 37.2509791296069, 127.037651762803 37.25548600436052, 127.0432899914257 37.25550788683542, 127.0433171960677 37.25100100853199, 127.0376793032658 37.2509791296069)))"
374,다사59a17b,"Yeongtong-gu, Suwon-si",1.61,"MULTIPOLYGON (((127.037651762803 37.25548600436052, 127.0376242162098 37.25999287565772, 127.0432627807282 37.26001476168285, 127.0432899914257 37.25550788683542, 127.037651762803 37.25548600436052)))"
375,다사59a18a,"Yeongtong-gu, Suwon-si",1.143,"MULTIPOLYGON (((127.0376242162098 37.25999287565772, 127.037596663485 37.26449974349836, 127.0432355639738 37.26452163307412, 127.0432627807282 37.26001476168285, 127.0376242162098 37.25999287565772)))"
376,다사59a18b,"Yeongtong-gu, Suwon-si",0.538,"MULTIPOLYGON (((127.037596663485 37.26449974349836, 127.0375691046271 37.26900660788227, 127.043208341161 37.26902850100909, 127.0432355639738 37.26452163307412, 127.037596663485 37.26449974349836)))"
377,다사59a19a,"Yeongtong-gu, Suwon-si",1.701,"MULTIPOLYGON (((127.0375691046271 37.26900660788227, 127.0375415396346 37.27351346880931, 127.0431811122886 37.27353536548761, 127.043208341161 37.26902850100909, 127.0375691046271 37.26900660788227)))"
378,다사59a19b,"Paldal-gu, Suwon-si",1.237,"MULTIPOLYGON (((127.0375415396346 37.27351346880931, 127.0375139685062 37.27802032627933, 127.0431538773549 37.27804222650952, 127.0431811122886 37.27353536548761, 127.0375415396346 37.27351346880931)))"
379,다사59a20a,"Paldal-gu, Suwon-si",1.636,"MULTIPOLYGON (((127.0375139685062 37.27802032627933, 127.0374863912403 37.28252718029217, 127.0431266363586 37.28254908407467, 127.0431538773549 37.27804222650952, 127.0375139685062 37.27802032627933)))"
380,다사59a20b,"Yeongtong-gu, Suwon-si",1.248,"MULTIPOLYGON (((127.0374863912403 37.28252718029217, 127.0374588078356 37.28703403084769, 127.0430993892984 37.28705593818292, 127.0431266363586 37.28254908407467, 127.0374863912403 37.28252718029217)))"
381,다사59a21a,"Paldal-gu, Suwon-si",1.476,"MULTIPOLYGON (((127.0374588078356 37.28703403084769, 127.0374312182906 37.29154087794573, 127.0430721361727 37.29156278883411, 127.0430993892984 37.28705593818292, 127.0374588078356 37.28703403084769)))"
382,다사59a21b,"Yeongtong-gu, Suwon-si",1.391,"MULTIPOLYGON (((127.0374312182906 37.29154087794573, 127.0374036226038 37.29604772158615, 127.0430448769802 37.29606963602809, 127.0430721361727 37.29156278883411, 127.0374312182906 37.29154087794573)))"
383,다사59a22a,"Yeongtong-gu, Suwon-si",1.519,"MULTIPOLYGON (((127.0374036226038 37.29604772158615, 127.0373760207739 37.30055456176879, 127.0430176117194 37.30057647976471, 127.0430448769802 37.29606963602809, 127.0374036226038 37.29604772158615)))"
384,다사59a22b,"Yeongtong-gu, Suwon-si",1.975,"MULTIPOLYGON (((127.0373760207739 37.30055456176879, 127.0373484127994 37.30506139849349, 127.0429903403889 37.30508332004382, 127.0430176117194 37.30057647976471, 127.0373760207739 37.30055456176879)))"
385,다사59a23a,"Yeongtong-gu, Suwon-si",3.12,"MULTIPOLYGON (((127.0373484127994 37.30506139849349, 127.0373207986789 37.30956823176013, 127.0429630629874 37.30959015686527, 127.0429903403889 37.30508332004382, 127.0373484127994 37.30506139849349)))"
386,다사59a23b,"Yeongtong-gu, Suwon-si",3.341,"MULTIPOLYGON (((127.0373207986789 37.30956823176013, 127.0372931784109 37.31407506156854, 127.0429357795133 37.31409699022892, 127.0429630629874 37.30959015686527, 127.0373207986789 37.30956823176013)))"
387,다사59a24a,"Yeongtong-gu, Suwon-si",3.587,"MULTIPOLYGON (((127.0372931784109 37.31407506156854, 127.037265551994 37.31858188791857, 127.0429084899653 37.31860382013459, 127.0429357795133 37.31409699022892, 127.0372931784109 37.31407506156854)))"
388,다사59a24b,"Yeongtong-gu, Suwon-si",4.649,"MULTIPOLYGON (((127.037265551994 37.31858188791857, 127.0372379194267 37.32308871081007, 127.0428811943419 37.32311064658216, 127.0429084899653 37.31860382013459, 127.037265551994 37.31858188791857)))"
389,다사59b15a,"Yeongtong-gu, Suwon-si",1.477,"MULTIPOLYGON (((127.0434259541089 37.23297346076127, 127.0433987736748 37.23748035288719, 127.0490356655122 37.23750195286696, 127.0490625104229 37.23299505723641, 127.0434259541089 37.23297346076127)))"
390,다사59b15b,"Yeongtong-gu, Suwon-si",1.085,"MULTIPOLYGON (((127.0433987736748 37.23748035288719, 127.0433715871909 37.24198724155773, 127.0490088146264 37.24200884504251, 127.0490356655122 37.23750195286696, 127.0433987736748 37.23748035288719)))"
391,다사59b16a,"Yeongtong-gu, Suwon-si",1.317,"MULTIPOLYGON (((127.0433715871909 37.24198724155773, 127.0433443946556 37.24649412677271, 127.0489819577641 37.24651573376292, 127.0490088146264 37.24200884504251, 127.0433715871909 37.24198724155773)))"
392,다사59b16b,"Yeongtong-gu, Suwon-si",1.87,"MULTIPOLYGON (((127.0433443946556 37.24649412677271, 127.0433171960677 37.25100100853199, 127.0489550949237 37.25102261902805, 127.0489819577641 37.24651573376292, 127.0433443946556 37.24649412677271)))"
393,다사59b17a,"Yeongtong-gu, Suwon-si",2.426,"MULTIPOLYGON (((127.0433171960677 37.25100100853199, 127.0432899914257 37.25550788683542, 127.048928226104 37.25552950083775, 127.0489550949237 37.25102261902805, 127.0433171960677 37.25100100853199)))"
394,다사59b17b,"Yeongtong-gu, Suwon-si",2.015,"MULTIPOLYGON (((127.0432899914257 37.25550788683542, 127.0432627807282 37.26001476168285, 127.0489013513036 37.26003637919184, 127.048928226104 37.25552950083775, 127.0432899914257 37.25550788683542)))"
395,다사59b18a,"Yeongtong-gu, Suwon-si",1.458,"MULTIPOLYGON (((127.0432627807282 37.26001476168285, 127.0432355639738 37.26452163307412, 127.0488744705209 37.26454325409021, 127.0489013513036 37.26003637919184, 127.0432627807282 37.26001476168285)))"
396,다사59b18b,"Yeongtong-gu, Suwon-si",1.346,"MULTIPOLYGON (((127.0432355639738 37.26452163307412, 127.043208341161 37.26902850100909, 127.0488475837548 37.26905012553267, 127.0488744705209 37.26454325409021, 127.0432355639738 37.26452163307412)))"
397,다사59b19a,"Yeongtong-gu, Suwon-si",1.062,"MULTIPOLYGON (((127.043208341161 37.26902850100909, 127.0431811122886 37.27353536548761, 127.0488206910036 37.27355699351909, 127.0488475837548 37.26905012553267, 127.043208341161 37.26902850100909)))"
398,다사59b19b,"Yeongtong-gu, Suwon-si",1.344,"MULTIPOLYGON (((127.0431811122886 37.27353536548761, 127.0431538773549 37.27804222650952, 127.0487937922662 37.27806385804933, 127.0488206910036 37.27355699351909, 127.0431811122886 37.27353536548761)))"
399,다사59b20a,"Yeongtong-gu, Suwon-si",1.633,"MULTIPOLYGON (((127.0431538773549 37.27804222650952, 127.0431266363586 37.28254908407467, 127.0487668875409 37.2825707191232, 127.0487937922662 37.27806385804933, 127.0431538773549 37.27804222650952)))"
400,다사59b20b,"Yeongtong-gu, Suwon-si",1.672,"MULTIPOLYGON (((127.0431266363586 37.28254908407467, 127.0430993892984 37.28705593818292, 127.0487399768265 37.28707757674059, 127.0487668875409 37.2825707191232, 127.0431266363586 37.28254908407467)))"
401,다사59b21a,"Yeongtong-gu, Suwon-si",0.235,"MULTIPOLYGON (((127.0430993892984 37.28705593818292, 127.0430721361727 37.29156278883411, 127.0487130601216 37.29158443090132, 127.0487399768265 37.28707757674059, 127.0430993892984 37.28705593818292)))"
402,다사59b21b,"Yeongtong-gu, Suwon-si",0.912,"MULTIPOLYGON (((127.0430721361727 37.29156278883411, 127.0430448769802 37.29606963602809, 127.0486861374248 37.29609128160528, 127.0487130601216 37.29158443090132, 127.0430721361727 37.29156278883411)))"
403,다사59b22a,"Yeongtong-gu, Suwon-si",1.493,"MULTIPOLYGON (((127.0430448769802 37.29606963602809, 127.0430176117194 37.30057647976471, 127.0486592087345 37.30059812885228, 127.0486861374248 37.29609128160528, 127.0430448769802 37.29606963602809)))"
404,다사59b22b,"Yeongtong-gu, Suwon-si",13.78,"MULTIPOLYGON (((127.0430176117194 37.30057647976471, 127.0429903403889 37.30508332004382, 127.0486322740495 37.30510497264218, 127.0486592087345 37.30059812885228, 127.0430176117194 37.30057647976471)))"
405,다사59b23a,"Yeongtong-gu, Suwon-si",2.486,"MULTIPOLYGON (((127.0429903403889 37.30508332004382, 127.0429630629874 37.30959015686527, 127.0486053333684 37.30961181297483, 127.0486322740495 37.30510497264218, 127.0429903403889 37.30508332004382)))"
406,다사59b23b,"Yeongtong-gu, Suwon-si",3.474,"MULTIPOLYGON (((127.0429630629874 37.30959015686527, 127.0429357795133 37.31409699022892, 127.0485783866896 37.31411864985009, 127.0486053333684 37.30961181297483, 127.0429630629874 37.30959015686527)))"
407,다사59b24a,"Yeongtong-gu, Suwon-si",4.188,"MULTIPOLYGON (((127.0429357795133 37.31409699022892, 127.0429084899653 37.31860382013459, 127.048551434012 37.3186254832678, 127.0485783866896 37.31411864985009, 127.0429357795133 37.31409699022892)))"
408,다사60a15a,"Yeongtong-gu, Suwon-si",1.101,"MULTIPOLYGON (((127.0490625104229 37.23299505723641, 127.0490356655122 37.23750195286696, 127.0546725633248 37.23752328454741, 127.0546990727106 37.23301638545578, 127.0490625104229 37.23299505723641)))"
409,다사60a15b,"Yeongtong-gu, Suwon-si",0.714,"MULTIPOLYGON (((127.0490356655122 37.23750195286696, 127.0490088146264 37.24200884504251, 127.0546460480386 37.24203018018445, 127.0546725633248 37.23752328454741, 127.0490356655122 37.23750195286696)))"
410,다사60a16a,"Yeongtong-gu, Suwon-si",0.878,"MULTIPOLYGON (((127.0490088146264 37.24200884504251, 127.0489819577641 37.24651573376292, 127.0546195268505 37.24653707236677, 127.0546460480386 37.24203018018445, 127.0490088146264 37.24200884504251)))"
411,다사60a16b,"Yeongtong-gu, Suwon-si",1.712,"MULTIPOLYGON (((127.0489819577641 37.24651573376292, 127.0489550949237 37.25102261902805, 127.0545929997591 37.25104396109419, 127.0546195268505 37.24653707236677, 127.0489819577641 37.24651573376292)))"
412,다사60a17a,"Yeongtong-gu, Suwon-si",2.332,"MULTIPOLYGON (((127.0489550949237 37.25102261902805, 127.048928226104 37.25552950083775, 127.0545664667631 37.2555508463666, 127.0545929997591 37.25104396109419, 127.0489550949237 37.25102261902805)))"
413,다사60a17b,"Yeongtong-gu, Suwon-si",2.111,"MULTIPOLYGON (((127.048928226104 37.25552950083775, 127.0489013513036 37.26003637919184, 127.054539927861 37.26005772818382, 127.0545664667631 37.2555508463666, 127.048928226104 37.25552950083775)))"
414,다사60a18a,"Yeongtong-gu, Suwon-si",2.054,"MULTIPOLYGON (((127.0489013513036 37.26003637919184, 127.0488744705209 37.26454325409021, 127.0545133830516 37.2645646065457, 127.054539927861 37.26005772818382, 127.0489013513036 37.26003637919184)))"
415,다사60a18b,"Yeongtong-gu, Suwon-si",0.367,"MULTIPOLYGON (((127.0488744705209 37.26454325409021, 127.0488475837548 37.26905012553267, 127.0544868323334 37.26907148145209, 127.0545133830516 37.2645646065457, 127.0488744705209 37.26454325409021)))"
416,다사60a19a,"Yeongtong-gu, Suwon-si",0.486,"MULTIPOLYGON (((127.0488475837548 37.26905012553267, 127.0488206910036 37.27355699351909, 127.0544602757051 37.27357835290286, 127.0544868323334 37.26907148145209, 127.0488475837548 37.26905012553267)))"
417,다사60a19b,"Yeongtong-gu, Suwon-si",2.158,"MULTIPOLYGON (((127.0488206910036 37.27355699351909, 127.0487937922662 37.27806385804933, 127.0544337131652 37.27808522089782, 127.0544602757051 37.27357835290286, 127.0488206910036 37.27355699351909)))"
418,다사60a20a,"Yeongtong-gu, Suwon-si",1.361,"MULTIPOLYGON (((127.0487937922662 37.27806385804933, 127.0487668875409 37.2825707191232, 127.0544071447124 37.28259208543686, 127.0544337131652 37.27808522089782, 127.0487937922662 37.27806385804933)))"
419,다사60a20b,"Yeongtong-gu, Suwon-si",0.723,"MULTIPOLYGON (((127.0487668875409 37.2825707191232, 127.0487399768265 37.28707757674059, 127.0543805703453 37.28709894651981, 127.0544071447124 37.28259208543686, 127.0487668875409 37.2825707191232)))"
420,다사60a21a,"Yeongtong-gu, Suwon-si",1.015,"MULTIPOLYGON (((127.0487399768265 37.28707757674059, 127.0487130601216 37.29158443090132, 127.0543539900625 37.29160580414651, 127.0543805703453 37.28709894651981, 127.0487399768265 37.28707757674059)))"
421,다사60a21b,"Yeongtong-gu, Suwon-si",0.853,"MULTIPOLYGON (((127.0487130601216 37.29158443090132, 127.0486861374248 37.29609128160528, 127.0543274038627 37.29611265831682, 127.0543539900625 37.29160580414651, 127.0487130601216 37.29158443090132)))"
